lncRNA_ID,gene_id,symbol,chr,start,end,strand
lNONHSAG038486,NONHSAG038486,RP11-696N14.1,chr4,99088856,99301569,+
lNONHSAG009415,NONHSAG009415,RP11-712B9.2,chr11,95150538,95234404,+
lNONHSAG012484,NONHSAG012484,RP11-768F21.1,chr12,119387986,119668080,-
lNONHSAG038350,NONHSAG038350,RP11-8L2.1,chr4,83796435,84325561,-
lRP5-1043L13.1,NONHSAG032186,RP5-1043L13.1,chr20,60087839,60527458,+
lCASC7,NONHSAG051400,CASC7,chr8,140520155,140529501,-
lHSALNG0071023,NONHSAG052155,LOC100506710,chr9,37069874,37130797,+
lRP11-2B6.3,NONHSAG052890,RP11-2B6.3,chr9,94166288,94200627,+
lNONHSAG053057,NONHSAG053057,NONHSAG053057,chr9,101419016,101422804,+
lNONHSAG033691,NONHSAG033691,TUG1,chr22,30969157,30985225,+
lNONHSAG053895,NONHSAG053895,NONHSAG053895,chrM,11694,11952,+
lNONHSAG054780,NONHSAG054780,XIST,chrX,73817774,73852754,-
lENSG00000225470,NONHSAG054784,JPX,chrX,73943933,74070423,+
lNONHSAG000648,NONHSAG000648,RP5-1057J7.6,chr1,23279808,23309635,-
lNONHSAG001167,NONHSAG001167,LOC100130557,chr1,40668981,40692261,-
lMIR181A1HG,NONHSAG003880,MIR181A1HG,chr1,198739202,198937683,-
lNONHSAG004868,NONHSAG004868,NONHSAG004866,chr1,244840242,244857076,-
lNONHSAG004977,NONHSAG004977,NONHSAG004977,chr10,1050015,1056720,-
lNONHSAG023683,NONHSAG023683,ZNF271,chr18,35290271,35322424,+
lNONHSAG005331,NONHSAG005331,RP11-390B4.5,chr10,17641283,17643918,-
lNONHSAG049868,NONHSAG049868,CTD-2647L4.4,chr8,29055934,29064928,+
lNONHSAG005548,NONHSAG005548,ZEB1-AS1,chr10,31166834,31320774,-
lNONHSAG005688,NONHSAG005688,ZNF37BP,chr10,42513512,42552832,-
lNONHSAG006038,NONHSAG006038,RP11-222A11.1,chr10,65570337,65781763,+
lNUTM2A-AS1,NONHSAG006435,NUTM2A-AS1,chr10,87189001,87342612,-
lNONHSAG041905,NONHSAG041905,CTB-89H12.4,chr5,149493385,149513629,-
lNONHSAG007695,NONHSAG007695,LINC00958,chr11,12930481,12989549,-
lNONHSAG008125,NONHSAG008125,NONHSAG008125,chr11,43643976,43650064,+
lHSALNG0084672,NONHSAG008552,SNHG1,chr11,62851873,62856011,-
lNONHSAG009222,NONHSAG009222,RAB30-AS1,chr11,83072065,83106719,+
lNONHSAG027476,NONHSAG027476,AC007390.5,chr2,37196491,37204743,+
lNONHSAG011425,NONHSAG011425,NONHSAG011425,chr12,57310326,57430794,-
lNONHSAG011893,NONHSAG011893,C12orf79,chr12,91974185,92142914,-
lNONHSAG012566,NONHSAG012566,NONHSAG012566,chr12,122063348,122078514,+
lNONHSAG013515,NONHSAG013515,NONHSAG013514,chr13,49912705,50125541,-
lHSALNG0104483,NONHSAG016264,HERC2P2,chr15,22498064,22592025,+
lNONHSAG013524,NONHSAG013524,DLEU1,chr13,50082168,50533860,+
lNONHSAG016589,NONHSAG016589,LINC00984,chr15,40324479,40329160,+
lNONHSAG016639,NONHSAG016639,OIP5-AS1,chr15,41283962,41508868,+
lNONHSAG016860,NONHSAG016860,FLJ10038,chr15,50347549,50354873,-
lNONHSAG016861,NONHSAG016861,GABPB1-AS1,chr15,50353752,50372956,+
lNONHSAG016908,NONHSAG016908,TMOD3,chr15,51913153,51934354,+
lNONHSAG029906,NONHSAG029906,HOXD-AS1,chr2,176167383,176188959,-
lNONHSAG017952,NONHSAG017952,CHD2,chr15,92882706,92901245,+
lNONHSAG019154,NONHSAG019154,RP11-452L6.1,chr16,31436943,31459754,-
lHSALNG0111049,NONHSAG019270,NONHSAG019270,chr16,34153597,34175493,+
lCRNDE,NONHSAG019500,CRNDE,chr16,54844648,54931354,-
lNONHSAG000482,NONHSAG000482,NBPF1,chr1,16591862,16613539,-
lNONHSAG020099,NONHSAG020099,MIR4720,chr16,81383268,81390884,+
lNONHSAG020957,NONHSAG020957,C17orf76-AS1,chr17,16438975,16478678,+
lNONHSAG021921,NONHSAG021921,AC003102.3,chr17,44299573,44315354,-
lCRHR1-IT1,NONHSAG022004,CRHR1-IT1,chr17,45620327,45655156,+
lSNHG16,NONHSAG022825,SNHG16,chr17,76557190,76714384,+
lNONHSAG023258,NONHSAG023258,LINC00667,chr18,5232875,5246960,+
lNONHSAG024467,NONHSAG024467,NONHSAG024467,chr19,3121808,3124000,+
lLINC00662,NONHSAG025376,LINC00662,chr19,27681071,27794005,-
lNONHSAG025657,NONHSAG025657,ZNF529,chr19,36588966,36605216,-
lNONHSAG025668,NONHSAG025668,CTD-2162K18.5,chr19,36797420,36837593,+
lNONHSAG026624,NONHSAG026624,ZNF542,chr19,56368120,56379827,+
lHSALNG0017574,NONHSAG028819,NONHSAG028819,chr2,105331403,105337493,-
lNONHSAG054609,NONHSAG054609,NYX,chrX,56729243,56820763,+
lNONHSAG029463,NONHSAG029463,ZEB2,chr2,144429768,144520649,-
lNONHSAG029952,NONHSAG029952,AC009948.5,chr2,178413658,178443038,+
lNONHSAG030224,NONHSAG030224,CLK1,chr2,200853091,200856985,-
lNONHSAG031167,NONHSAG031167,NONHSAG031167,chr20,3917584,3923847,+
lNONHSAG031696,NONHSAG031696,LINC00657,chr20,36045298,36051043,-
lNONHSAG031749,NONHSAG031749,SNHG17,chr20,38406010,38435375,-
lZFAS1,NONHSAG031976,ZFAS1,chr20,49277053,49299600,+
lBX322557.10,NONHSAG033071,BX322557.10,chr21,45288051,45291738,+
lNONHSAG033611,NONHSAG033611,TTC28-AS1,chr22,27919367,28008581,+
lSRGAP3,NONHSAG034363,SRGAP3,chr3,8980590,9363053,-
lNONHSAG034508,NONHSAG034508,FGD5-AS1,chr3,14877561,14949563,-
lNONHSAG037629,NONHSAG037629,NONHSAG037629,chr4,24426152,24524867,-
lNONHSAG039225,NONHSAG039225,NONHSAG039225,chr4,159104674,159214317,+
lNONHSAG040258,NONHSAG040258,LOC100506548,chr5,40825262,40834618,-
lNONHSAG040331,NONHSAG040331,MRPS30,chr5,44809843,44811131,+
lNONHSAG040958,NONHSAG040958,TMEM161B-AS1,chr5,88268849,88439490,+
lNONHSAG043790,NONHSAG043790,NONHSAG043790,chr6,42746994,42810401,+
lLINC00472,NONHSAG044098,LINC00472,chr6,71187160,71420745,-
lHSALNG0008840,NONHSAG003635,RP11-46A10.4,chr1,180949698,180954888,-
lNONHSAG025378,NONHSAG025378,CTC-459F4.3,chr19,27707231,27984984,+
lNONHSAG045160,NONHSAG045160,NONHSAG045160,chr6,151391543,151405304,+
lHSALNG0059170,NONHSAG048073,MAGI2-AS3,chr7,79452174,79471961,+
lNONHSAG048464,NONHSAG048464,RP11-325F22.3,chr7,104950314,105014321,-
lNONHSAG014030,NONHSAG014030,FARP1,chr13,98399285,98407494,+
lNONHSAG048582,NONHSAG048582,NONHSAG048582,chr7,113117002,113118560,-
lNONHSAG048718,NONHSAG048718,ZNF800,chr7,127346829,127368954,-
lNONHSAG048749,NONHSAG048749,RP11-274B21.2,chr7,128630913,128664182,+
lHSALNG0062427,NONHSAG049200,RP5-1129J21.3,chr7,152463785,152465549,+
lNONHSAG049295,NONHSAG049295,RP4-814D15.2,chr7,157158991,157192832,+
lNONHSAG049298,NONHSAG049298,NONHSAG049298,chr7,157233866,157236135,+
lNONHSAG020621,NONHSAG020621,AC012146.7,chr17,5097302,5115004,+
lNONHSAG051649,NONHSAG051649,NONHSAG051649,chr9,2715908,2718334,-
lNONHSAG046912,NONHSAG046912,AC006465.3,chr7,7640710,8004059,+
lNONHSAG050725,NONHSAG050725,GS1-251I9.4,chr8,91048658,91070190,-
lNONHSAG034414,NONHSAG034414,CIDECP,chr3,10014247,10026964,-
lNONHSAG047238,NONHSAG047238,AC007255.7,chr7,29598794,29750725,-
lNONHSAG048057,NONHSAG048057,RSBN1L-AS1,chr7,77477983,77697068,-
lNONHSAG043628,NONHSAG043628,NONHSAG043628,chr6,34263450,34282192,-
lNONHSAG007998,NONHSAG007998,LINC00294,chr11,33076148,33079454,+
lNONHSAG049344,NONHSAG049344,ERICH1,chr8,613150,645468,-
lNONHSAG027244,NONHSAG027244,NONHSAG027244,chr2,24825609,24893196,+
lNONHSAG028809,NONHSAG028809,NONHSAG028809,chr2,104857581,104858574,+
lNONHSAG019125,NONHSAG019125,FBXL19-AS1,chr16,30915910,30926749,-
lNONHSAG041692,NONHSAG041692,MATR3,chr5,139273751,139316124,+
lNONHSAG007080,NONHSAG007080,LOC399815,chr10,122852496,122898714,+
lNONHSAG002702,NONHSAG002702,NONHSAG002702,chr1,145931764,145945315,-
lNONHSAG035305,NONHSAG035305,PTPRG-AS1,chr3,62256657,62369342,-
lNONHSAG007767,NONHSAG007767,RP1-239B22.5,chr11,17379754,17383531,+
lNONHSAG037257,NONHSAG037257,CTBP1-AS2,chr4,1248916,1288291,+
lSEC31A,NONHSAG038329,SEC31A,chr4,82818508,82901166,-
lNONHSAG018356,NONHSAG018356,SRRM2-AS1,chr16,2736746,2753009,-
lU47924.30,NONHSAG010355,NONHSAG010355,chr12,6978520,6979941,+
lNONHSAG037585,NONHSAG037585,AC006160.8,chr4,17627251,17633888,+
lNONHSAG006222,NONHSAG006222,NONHSAG006222,chr10,73779015,73782003,-
lNONHSAG054635,NONHSAG054635,LOC92249,chrX,63343226,63561090,-
lNONHSAG000835,NONHSAG000835,SNHG3,chr1,28505942,28510892,+
lNONHSAG031168,NONHSAG031168,NONHSAG031168,chr20,3927310,3930915,-
lNONHSAG031596,NONHSAG031596,NONHSAG031596,chr20,32186476,32188854,-
lNONHSAG006890,NONHSAG006890,RP11-57H14.4,chr10,112818804,112830788,+
lNONHSAG026419,NONHSAG026419,ZNF137P,chr19,52587599,52600152,+
lNONHSAG015097,NONHSAG015097,C14orf37,chr14,58210957,58299093,-
lNONHSAG029960,NONHSAG029960,RP11-171I2.2,chr2,178578789,178580906,+
lNONHSAG043043,NONHSAG043043,NONHSAG043043,chr6,13357834,13360962,-
lNONHSAG043183,NONHSAG043183,NONHSAG043183,chr6,24700906,24701793,-
lNONHSAG037599,NONHSAG037599,NONHSAG037599,chr4,20729804,20732554,+
lHSALNG0104776,NONHSAG016418,ARHGAP11B,chr15,30646114,30773006,+
lNONHSAG047260,NONHSAG047260,AC005154.5,chr7,30510688,30594818,-
lNONHSAG015511,NONHSAG015511,NONHSAG015511,chr14,76196437,76199542,+
lNONHSAG022845,NONHSAG022845,LINC00338,chr17,77086715,77099442,+
lNONHSAG055499,NONHSAG055499,LINC00894,chrX,149937449,150224581,+
lNONHSAG036474,NONHSAG036474,NONHSAG036474,chr3,156535065,156536901,-
lHCG18,NONHSAG043405,HCG18,chr6,30223521,30327401,-
lNONHSAG030797,NONHSAG030797,EIF4E2,chr2,232574206,232583731,+
lNONHSAG019409,NONHSAG019409,NONHSAG019409,chr16,50102416,50106384,+
lNONHSAG001852,NONHSAG001852,RABGGTB,chr1,75783911,75791944,+
lNONHSAG016546,NONHSAG016546,RP11-102L12.2,chr15,38501329,38508136,+
lWDR11,NONHSAG007040,WDR11,chr10,120851304,120909524,+
lNONHSAG045207,NONHSAG045207,TIAM2,chr6,154831067,154834058,+
lNONHSAG027323,NONHSAG027323,AC074117.10,chr2,27356245,27367622,+
lNONHSAG043277,NONHSAG043277,ZNF204P,chr6,27357822,27375374,-
lNONHSAG043250,NONHSAG043250,CTA-14H9.5,chr6,26521728,26528653,+
lNONHSAG048868,NONHSAG048868,C7orf49,chr7,135165781,135170780,-
lNONHSAG052727,NONHSAG052727,RP11-276H19.2,chr9,87008450,87042126,-
lNONHSAG030397,NONHSAG030397,AC007038.7,chr2,210029921,210064357,+
lFLG-AS1,NONHSAG002948,FLG-AS1,chr1,152168124,152445456,+
lNONHSAG041023,NONHSAG041023,NR2F1-AS1,chr5,93395507,93607053,-
lNONHSAG041473,NONHSAG041473,CTC-228N24.3,chr5,127912728,128084594,-
lNONHSAG028243,NONHSAG028243,AC104135.2,chr2,74907208,74958911,-
lNONHSAG038359,NONHSAG038359,WDFY3-AS2,chr4,84965650,85027046,+
lNONHSAG014046,NONHSAG014046,UBAC2-AS1,chr13,99181560,99238557,-
lZNRD1-AS1,NONHSAG043390,ZNRD1-AS1,chr6,30001010,30061640,-
lNONHSAG021609,NONHSAG021609,MYO19,chr17,36541491,36545929,-
lNONHSAG045213,NONHSAG045213,RP11-477D19.2,chr6,155253138,155256724,-
lNONHSAG005499,NONHSAG005499,PTCHD3P1,chr10,29409401,29487856,+
lNONHSAG014515,NONHSAG014515,DHRS4-AS1,chr14,23938730,23988839,-
lNONHSAG029791,NONHSAG029791,AC007405.6,chr2,170770249,170785121,+
lNONHSAG042500,NONHSAG042500,CTC-338M12.3,chr5,181246508,181276419,+
lLYPD5,NONHSAG025956,LYPD5,chr19,43785873,43827206,-
lNONHSAG014362,NONHSAG014362,RPPH1,chr14,20343047,20343685,-
lRP11-480I12.7,NONHSAG003978,RP11-480I12.7,chr1,202861753,202875241,+
lNONHSAG026410,NONHSAG026410,CTD-3018O17.3,chr19,52387629,52397867,-
lHSALNG0143622,NONHSAG010965,NONHSAG010965,chr12,45715917,45727788,-
lHSALNG0002284,NONHSAG000925,NONHSAG000925,chr1,32044329,32060852,+
lNONHSAG015471,NONHSAG015471,YLPM1,chr14,74818231,74859433,+
lNONHSAG043310,NONHSAG043310,NONHSAG043310,chr6,28269759,28281445,+
lNONHSAG000840,NONHSAG000840,SNHG12,chr1,28573544,28582983,-
lENSG00000260464,NONHSAG002095,RP4-561L24.3,chr1,93847173,93848939,+
lNONHSAG006891,NONHSAG006891,NONHSAG006891,chr10,112831168,112832451,+
lNONHSAG012947,NONHSAG012947,MIPEPP3,chr13,21298110,21392922,+
lLINC00674,NONHSAG022581,LINC00674,chr17,68101907,68114527,+
lAC004158.2,NONHSAG019921,AC004158.2,chr16,72283300,72665009,-
lNONHSAG023807,NONHSAG023807,NONHSAG023807,chr18,47808964,47830119,-
lNONHSAG025958,NONHSAG025958,ZNF404,chr19,43874038,43901842,-
lNONHSAG037306,NONHSAG037306,NONHSAG037306,chr4,2559968,2597492,+
lNONHSAG039124,NONHSAG039124,MIR4453,chr4,152535192,152546747,+
lNONHSAG041983,NONHSAG041983,NONHSAG041983,chr5,151787794,151791556,+
lNONHSAG044283,NONHSAG044283,SNHG5,chr6,85659106,85679247,-
lNONHSAG045383,NONHSAG045383,LINC00473,chr6,165901876,165988048,-
lNONHSAG046760,NONHSAG046760,AC091729.9,chr7,1160025,1172551,+
lSNHG15,NONHSAG047504,SNHG15,chr7,44983018,44986961,-
lNONHSAG050987,NONHSAG050987,RP11-1C8.4,chr8,103446790,103501907,-
lZNF518B,NONHSAG037489,ZNF518B,chr4,10439879,10457426,-
lNONHSAG001587,NONHSAG001587,RP11-504A18.1,chr1,56236271,56375347,-
lNONHSAG037780,NONHSAG037780,NONHSAG037780,chr4,39442972,39446929,-
lFRYL,NONHSAG037898,FRYL,chr4,48497356,48780322,-
lNONHSAG001617,NONHSAG001617,NONHSAG001617,chr1,58654739,58669291,-
lNONHSAG038501,NONHSAG038501,H2AFZ,chr4,99948091,99950258,-
lNONHSAG039347,NONHSAG039347,NONHSAG039347,chr4,173343319,173372010,-
lNONHSAG001722,NONHSAG001722,RP11-182I10.3,chr1,64972224,65002489,-
lNONHSAG039785,NONHSAG039785,MIR4458,chr5,8450742,8487392,+
lNONHSAG040784,NONHSAG040784,ZBED3-AS1,chr5,77086731,77184279,+
lCTD-2007H13.3,NONHSAG041119,CTD-2007H13.3,chr5,98929170,98995013,+
lNONHSAG041613,NONHSAG041613,CTC-321K16.1,chr5,135559576,135672036,+
lCTD-2201E18.3,NONHSAG040296,CTD-2201E18.3,chr5,43014413,43067419,-
lNONHSAG042000,NONHSAG042000,SAP30L-AS1,chr5,154329436,154445855,-
lNONHSAG042495,NONHSAG042495,CTC-338M12.7,chr5,181222868,181230686,-
lNONHSAG042838,NONHSAG042838,NONHSAG042838,chr6,4043735,4046150,+
lNONHSAG043304,NONHSAG043304,RP1-265C24.8,chr6,28136848,28139678,+
lNONHSAG002086,NONHSAG002086,LOC100131564,chr1,93261701,93346434,-
lNONHSAG044119,NONHSAG044119,RP11-398K22.12,chr6,73263214,73306680,+
lNONHSAG044192,NONHSAG044192,RP11-46B11.5,chr6,79233673,79247581,+
lRP3-399L15.3,NONHSAG044663,RP3-399L15.3,chr6,113969700,114471705,+
lEYA4,NONHSAG044871,EYA4,chr6,133240513,133532128,+
lVTA1,NONHSAG045016,VTA1,chr6,142147161,142224685,+
lNONHSAG045058,NONHSAG045058,NONHSAG045058,chr6,144285154,144288184,+
lRP5-1074L1.1,NONHSAG002375,RP5-1074L1.1,chr1,110286374,110339171,-
lGMDS,NONHSAG042608,GMDS,chr6,1623805,2245605,-
lNONHSAG042836,NONHSAG042836,RP3-406P24.3,chr6,3982423,4021216,-
lNONHSAG042957,NONHSAG042957,RP3-512B11.3,chr6,7539833,7543117,-
lNONHSAG044022,NONHSAG044022,GUSBP4,chr6,57907998,57961501,-
lMANEA-AS1,NONHSAG044394,MANEA-AS1,chr6,95575182,95577450,-
lNONHSAG044696,NONHSAG044696,NONHSAG044696,chr6,116678297,116681186,-
lNONHSAG044971,NONHSAG044971,NONHSAG044971,chr6,138604016,138697288,-
lNONHSAG045405,NONHSAG045405,NONHSAG045405,chr6,166963031,166999911,-
lNONHSAG047406,NONHSAG047406,AC004837.5,chr7,39699885,39801259,+
lINHBA-AS1,NONHSAG047432,INHBA-AS1,chr7,41693883,41779388,+
lNONHSAG048405,NONHSAG048405,RP11-132A1.3,chr7,101299547,101321144,+
lNONHSAG048593,NONHSAG048593,AC068610.3,chr7,115078957,115126315,+
lNONHSAG003094,NONHSAG003094,ARHGEF2,chr1,155946854,156002685,-
lHSALNG0057178,NONHSAG047319,NPSR1-AS1,chr7,34346511,34916824,-
lNONHSAG003563,NONHSAG003563,RASAL2-AS1,chr1,178085943,178093993,-
lNONHSAG051205,NONHSAG051205,LINC00964,chr8,124848334,124954329,+
lNONHSAG003677,NONHSAG003677,NONHSAG003677,chr1,182833736,182839884,-
lNONHSAG051516,NONHSAG051516,FAM83H-AS1,chr8,143730164,143757199,+
lZNF252P-AS1,NONHSAG051588,ZNF252P-AS1,chr8,145002810,145037152,+
lNONHSAG049334,NONHSAG049334,NONHSAG049331,chr8,208285,233448,-
lNONHSAG049418,NONHSAG049418,RP11-115C21.2,chr8,6316153,6407433,-
lNONHSAG049421,NONHSAG049421,CTD-2541M15.1,chr8,6615602,6708216,-
lNONHSAG051196,NONHSAG051196,RP11-383J24.5,chr8,124452955,124474992,-
lIL11RA,NONHSAG052080,IL11RA,chr9,34652161,34661902,+
lHSALNG0071146,NONHSAG052204,FAM201A,chr9,38620473,38645285,+
lNONHSAG052915,NONHSAG052915,C9orf3,chr9,95004997,95087158,+
lNONHSAG053546,NONHSAG053546,SPTAN1,chr9,128523271,128553507,+
lC1orf132,NONHSAG004138,C1orf132,chr1,207801517,207879096,-
lNONHSAG053763,NONHSAG053763,PPP1R26-AS1,chr9,135434770,135480776,-
lNONHSAG004247,NONHSAG004247,FLVCR1-AS1,chr1,212851961,212858138,-
lNONHSAG054360,NONHSAG054360,ZNF674-AS1,chrX,46545489,46559681,+
lNONHSAG055315,NONHSAG055315,RP11-453F18__B.1,chrX,131689736,131830643,-
lNONHSAG001438,NONHSAG001438,NONHSAG001438,chr1,50977560,51014391,+
lHSALNG0076282,NONHSAG005269,BEND7,chr10,13512372,13528545,-
lNONHSAG001774,NONHSAG001774,RP4-694A7.2,chr1,68496675,68574547,+
lNONHSAG006219,NONHSAG006219,NONHSAG006219,chr10,73740870,73744601,-
lNONHSAG006526,NONHSAG006526,TNKS2-AS1,chr10,91781412,91798336,-
lNONHSAG007233,NONHSAG007233,RP13-137A17.4,chr10,132943966,132965455,-
lNONHSAG007431,NONHSAG007431,KCNQ1OT1,chr11,2606133,2699998,-
lNONHSAG008624,NONHSAG008624,NONHSAG008624,chr11,64770029,64770641,-
lNONHSAG009228,NONHSAG009228,RP11-727A23.5,chr11,83184490,83194248,-
lENSG00000279696,NONHSAG009373,NONHSAG009373,chr11,93726653,93729805,-
lNONHSAG009800,NONHSAG009800,NONHSAG009800,chr11,119059736,119067781,-
lZNF705A,NONHSAG010399,ZNF705A,chr12,8157014,8188537,+
lNONHSAG011503,NONHSAG011503,RP11-631N16.2,chr12,62602525,62623689,+
lNONHSAG012505,NONHSAG012505,PXN-AS1,chr12,120194916,120215485,+
lRP11-885B4.1,NONHSAG010196,RP11-885B4.1,chr12,2695764,2812902,-
lNONHSAG010777,NONHSAG010777,RP11-996F15.2,chr12,29280415,29317848,-
lNONHSAG011576,NONHSAG011576,NONHSAG011576,chr12,66793058,67069881,-
lNONHSAG012182,NONHSAG012182,RP11-412D9.4,chr12,106946831,106955765,-
lNONHSAG000536,NONHSAG000536,RP1-43E13.2,chr1,19210327,19241106,+
lNONHSAG012899,NONHSAG012899,NONHSAG012899,chr13,19601854,19631935,+
lNONHSAG013847,NONHSAG013847,RBM26-AS1,chr13,79405563,79427353,+
lNONHSAG012900,NONHSAG012900,NONHSAG012900,chr13,19667208,19670737,-
lNONHSAG002628,NONHSAG002628,RP11-417J8.3,chr1_KI270706v1_random,1299,45987,+
lNONHSAG013098,NONHSAG013098,PAN3-AS1,chr13,28132304,28139093,-
lNONHSAG000626,NONHSAG000626,LINC00339,chr1,22024530,22032311,+
lNONHSAG013310,NONHSAG013310,TPTE2P5,chr13,40796984,40921774,-
lNONHSAG015788,NONHSAG015788,DICER1-AS1,chr14,95157438,95179990,+
lNONHSAG014425,NONHSAG014425,CHD8,chr14,21443161,21553657,-
lNONHSAG015798,NONHSAG015798,SNHG10,chr14,95527135,95534983,-
lNONHSAG017672,NONHSAG017672,RP11-752G15.6,chr15,82750298,82819341,+
lNONHSAG016257,NONHSAG016257,RP11-566K19.6,chr15,22495650,22778741,+
lLOXL1-AS1,NONHSAG017388,LOXL1-AS1,chr15,73898470,73928296,-
lNONHSAG018857,NONHSAG018857,NONHSAG018857,chr16,22079821,22081493,+
lNONHSAG019162,NONHSAG019162,RP11-452L6.7,chr16,31508386,31522943,+
lNONHSAG018392,NONHSAG018392,ZNF205-AS1,chr16,3100571,3134882,-
lNONHSAG019860,NONHSAG019860,RP11-529K1.2,chr16,70315639,70346761,-
lNONHSAG021408,NONHSAG021408,SUZ12P,chr17,30708695,30790908,+
lNONHSAG021874,NONHSAG021874,NBR2,chr17,43125582,43153670,+
lNONHSAG021978,NONHSAG021978,MAP3K14-AS1,chr17,45247924,45270618,+
lNONHSAG022532,NONHSAG022532,RP11-160O5.1,chr17,65100791,65119578,+
lNONHSAG020474,NONHSAG020474,MIR22HG,chr17,1710719,1717174,-
lNONHSAG021537,NONHSAG021537,RP11-799D4.4,chr17,35227655,35242963,-
lNONHSAG022043,NONHSAG022043,MRPL45P2,chr17,47450226,47492620,-
lHSALNG0118162,NONHSAG022523,AMZ2P1,chr17,64966549,64975755,-
lNONHSAG023149,NONHSAG023149,ROCK1P1,chr18,109064,122222,+
lNONHSAG023459,NONHSAG023459,ANKRD20A5P,chr18,14179096,14189150,+
lNONHSAG023688,NONHSAG023688,GALNT1,chr18,35561653,35607509,+
lNONHSAG025662,NONHSAG025662,NONHSAG025662,chr19,36666838,36687097,+
lNONHSAG025583,NONHSAG025583,AD000090.2,chr19,35540511,35546029,-
lNONHSAG026113,NONHSAG026113,NONHSAG026113,chr19,47239120,47244336,-
lHSALNG0018234,NONHSAG029066,AC009404.2,chr2,117833936,117846057,+
lNONHSAG029958,NONHSAG029958,NONHSAG029958,chr2,178554560,178567746,+
lHSALNG0020713,NONHSAG029956,TTN-AS1,chr2,178521182,178779963,+
lNONHSAG026976,NONHSAG026976,RP11-254F7.2,chr2,10031956,10043515,-
lNONHSAG004627,NONHSAG004627,DISC1,chr1,231812959,231820260,+
lNONHSAG027991,NONHSAG027991,NONHSAG027991,chr2,65166406,65228398,-
lNONHSAG030085,NONHSAG030085,NONHSAG030085,chr2,189746663,189762757,-
lNONHSAG031831,NONHSAG031831,OSER1-AS1,chr20,44210931,44226423,+
lNONHSAG031540,NONHSAG031540,FAM182B,chr20,25763465,25868150,-
lRP4-564F22.5,NONHSAG031748,RP4-564F22.5,chr20,38406010,38416797,-
lAF127936.7,NONHSAG032400,AF127936.7,chr21,14819698,14918552,-
lNONHSAG032559,NONHSAG032559,NONHSAG032559,chr21,25559403,25575168,-
lHSALNG0134192,NONHSAG033348,THAP7-AS1,chr22,21001874,21010374,+
lNONHSAG033376,NONHSAG033376,PPIL2,chr22,21652204,21670237,+
lNONHSAG034006,NONHSAG034006,RP1-85F18.6,chr22,41169189,41197499,-
lNONHSAG034128,NONHSAG034128,CTA-217C2.1,chr22,45133014,45163857,-
lNONHSAG000831,NONHSAG000831,RP5-1092A3.4,chr1,28236352,28247214,-
lNONHSAG035165,NONHSAG035165,NONHSAG035165,chr3,52304526,52312678,+
lNONHSAG035860,NONHSAG035860,RP11-18H7.1,chr3,120093922,120136783,+
lRP11-475N22.4,NONHSAG036016,RP11-475N22.4,chr3,128489211,128502348,+
lNONHSAG037073,NONHSAG037073,LINC00969,chr3,195672627,195739964,+
lNONHSAG001118,NONHSAG001118,RP11-69E11.4,chr1,39521644,39559727,-
