lncRNA_ID,gene_id,symbol,chr,start,end,strand
lNONHSAG016639,NONHSAG016639,OIP5-AS1,chr15,41283962,41508868,+
lNONHSAG016861,NONHSAG016861,GABPB1-AS1,chr15,50353752,50372956,+
lNONHSAG029906,NONHSAG029906,HOXD-AS1,chr2,176167383,176188959,-
lNONHSAG017952,NONHSAG017952,CHD2,chr15,92882706,92901245,+
lNONHSAG019154,NONHSAG019154,RP11-452L6.1,chr16,31436943,31459754,-
lHSALNG0111049,NONHSAG019270,NONHSAG019270,chr16,34153597,34175493,+
lCRNDE,NONHSAG019500,CRNDE,chr16,54844648,54931354,-
lNONHSAG020099,NONHSAG020099,MIR4720,chr16,81383268,81390884,+
lNONHSAG020957,NONHSAG020957,C17orf76-AS1,chr17,16438975,16478678,+
lNONHSAG021921,NONHSAG021921,AC003102.3,chr17,44299573,44315354,-
lCRHR1-IT1,NONHSAG022004,CRHR1-IT1,chr17,45620327,45655156,+
lSNHG16,NONHSAG022825,SNHG16,chr17,76557190,76714384,+
lNONHSAG024467,NONHSAG024467,NONHSAG024467,chr19,3121808,3124000,+
lNONHSAG025668,NONHSAG025668,CTD-2162K18.5,chr19,36797420,36837593,+
lNONHSAG026624,NONHSAG026624,ZNF542,chr19,56368120,56379827,+
lNONHSAG054609,NONHSAG054609,NYX,chrX,56729243,56820763,+
lNONHSAG029463,NONHSAG029463,ZEB2,chr2,144429768,144520649,-
lNONHSAG029952,NONHSAG029952,AC009948.5,chr2,178413658,178443038,+
lNONHSAG031167,NONHSAG031167,NONHSAG031167,chr20,3917584,3923847,+
lNONHSAG031696,NONHSAG031696,LINC00657,chr20,36045298,36051043,-
lNONHSAG031749,NONHSAG031749,SNHG17,chr20,38406010,38435375,-
lZFAS1,NONHSAG031976,ZFAS1,chr20,49277053,49299600,+
lNONHSAG033611,NONHSAG033611,TTC28-AS1,chr22,27919367,28008581,+
lSRGAP3,NONHSAG034363,SRGAP3,chr3,8980590,9363053,-
lNONHSAG034508,NONHSAG034508,FGD5-AS1,chr3,14877561,14949563,-
lNONHSAG037629,NONHSAG037629,NONHSAG037629,chr4,24426152,24524867,-
lNONHSAG039225,NONHSAG039225,NONHSAG039225,chr4,159104674,159214317,+
lNONHSAG040081,NONHSAG040081,RP11-46C20.1,chr5,27472268,27496399,+
lNONHSAG040258,NONHSAG040258,LOC100506548,chr5,40825262,40834618,-
lNONHSAG040331,NONHSAG040331,MRPS30,chr5,44809843,44811131,+
lNONHSAG040958,NONHSAG040958,TMEM161B-AS1,chr5,88268849,88439490,+
lNONHSAG041027,NONHSAG041027,NONHSAG041027,chr5,93594016,93594611,+
lNONHSAG043790,NONHSAG043790,NONHSAG043790,chr6,42746994,42810401,+
lLINC00472,NONHSAG044098,LINC00472,chr6,71187160,71420745,-
lHSALNG0008840,NONHSAG003635,RP11-46A10.4,chr1,180949698,180954888,-
lNONHSAG025378,NONHSAG025378,CTC-459F4.3,chr19,27707231,27984984,+
lNONHSAG045160,NONHSAG045160,NONHSAG045160,chr6,151391543,151405304,+
lHSALNG0059170,NONHSAG048073,MAGI2-AS3,chr7,79452174,79471961,+
lNONHSAG048464,NONHSAG048464,RP11-325F22.3,chr7,104950314,105014321,-
lHSALNG0062427,NONHSAG049200,RP5-1129J21.3,chr7,152463785,152465549,+
lNONHSAG020621,NONHSAG020621,AC012146.7,chr17,5097302,5115004,+
lNONHSAG051649,NONHSAG051649,NONHSAG051649,chr9,2715908,2718334,-
lNONHSAG046912,NONHSAG046912,AC006465.3,chr7,7640710,8004059,+
lNONHSAG034414,NONHSAG034414,CIDECP,chr3,10014247,10026964,-
lNONHSAG047238,NONHSAG047238,AC007255.7,chr7,29598794,29750725,-
lNONHSAG020256,NONHSAG020256,KLHDC4,chr16,87698147,87705684,-
lNONHSAG048057,NONHSAG048057,RSBN1L-AS1,chr7,77477983,77697068,-
lNONHSAG022315,NONHSAG022315,RP11-159D12.2,chr17,57989038,57994850,-
lNONHSAG027244,NONHSAG027244,NONHSAG027244,chr2,24825609,24893196,+
lNONHSAG019125,NONHSAG019125,FBXL19-AS1,chr16,30915910,30926749,-
lNONHSAG041692,NONHSAG041692,MATR3,chr5,139273751,139316124,+
lNONHSAG035305,NONHSAG035305,PTPRG-AS1,chr3,62256657,62369342,-
lNONHSAG030469,NONHSAG030469,RP11-566E18.3,chr2,216209816,216220192,+
lNONHSAG037257,NONHSAG037257,CTBP1-AS2,chr4,1248916,1288291,+
lSEC31A,NONHSAG038329,SEC31A,chr4,82818508,82901166,-
lNONHSAG002387,NONHSAG002387,RP11-284N8.3,chr1,110653559,110671775,-
lNONHSAG018356,NONHSAG018356,SRRM2-AS1,chr16,2736746,2753009,-
lU47924.30,NONHSAG010355,NONHSAG010355,chr12,6978520,6979941,+
lNONHSAG054635,NONHSAG054635,LOC92249,chrX,63343226,63561090,-
lNONHSAG000835,NONHSAG000835,SNHG3,chr1,28505942,28510892,+
lNONHSAG031168,NONHSAG031168,NONHSAG031168,chr20,3927310,3930915,-
lNONHSAG006890,NONHSAG006890,RP11-57H14.4,chr10,112818804,112830788,+
lNONHSAG015097,NONHSAG015097,C14orf37,chr14,58210957,58299093,-
lNONHSAG043183,NONHSAG043183,NONHSAG043183,chr6,24700906,24701793,-
lHSALNG0104776,NONHSAG016418,ARHGAP11B,chr15,30646114,30773006,+
lNONHSAG047260,NONHSAG047260,AC005154.5,chr7,30510688,30594818,-
lNONHSAG022845,NONHSAG022845,LINC00338,chr17,77086715,77099442,+
lNONHSAG055499,NONHSAG055499,LINC00894,chrX,149937449,150224581,+
lHCG18,NONHSAG043405,HCG18,chr6,30223521,30327401,-
lNONHSAG001852,NONHSAG001852,RABGGTB,chr1,75783911,75791944,+
lWDR11,NONHSAG007040,WDR11,chr10,120851304,120909524,+
lNONHSAG027323,NONHSAG027323,AC074117.10,chr2,27356245,27367622,+
lNONHSAG043277,NONHSAG043277,ZNF204P,chr6,27357822,27375374,-
lNONHSAG048868,NONHSAG048868,C7orf49,chr7,135165781,135170780,-
lNONHSAG041023,NONHSAG041023,NR2F1-AS1,chr5,93395507,93607053,-
lNONHSAG041473,NONHSAG041473,CTC-228N24.3,chr5,127912728,128084594,-
lNONHSAG028243,NONHSAG028243,AC104135.2,chr2,74907208,74958911,-
lNONHSAG014046,NONHSAG014046,UBAC2-AS1,chr13,99181560,99238557,-
lZNRD1-AS1,NONHSAG043390,ZNRD1-AS1,chr6,30001010,30061640,-
lNONHSAG021609,NONHSAG021609,MYO19,chr17,36541491,36545929,-
lNONHSAG045213,NONHSAG045213,RP11-477D19.2,chr6,155253138,155256724,-
lNONHSAG005499,NONHSAG005499,PTCHD3P1,chr10,29409401,29487856,+
lNONHSAG014515,NONHSAG014515,DHRS4-AS1,chr14,23938730,23988839,-
lNONHSAG029791,NONHSAG029791,AC007405.6,chr2,170770249,170785121,+
lNONHSAG042500,NONHSAG042500,CTC-338M12.3,chr5,181246508,181276419,+
lLYPD5,NONHSAG025956,LYPD5,chr19,43785873,43827206,-
lNONHSAG014362,NONHSAG014362,RPPH1,chr14,20343047,20343685,-
lRP11-480I12.7,NONHSAG003978,RP11-480I12.7,chr1,202861753,202875241,+
lHSALNG0143622,NONHSAG010965,NONHSAG010965,chr12,45715917,45727788,-
lHSALNG0002284,NONHSAG000925,NONHSAG000925,chr1,32044329,32060852,+
lNONHSAG043310,NONHSAG043310,NONHSAG043310,chr6,28269759,28281445,+
lNONHSAG000840,NONHSAG000840,SNHG12,chr1,28573544,28582983,-
lNONHSAG012947,NONHSAG012947,MIPEPP3,chr13,21298110,21392922,+
lNONHSAG027858,NONHSAG027858,BCL11A,chr2,60524497,60528215,-
lNONHSAG037306,NONHSAG037306,NONHSAG037306,chr4,2559968,2597492,+
lNONHSAG039124,NONHSAG039124,MIR4453,chr4,152535192,152546747,+
lNONHSAG041983,NONHSAG041983,NONHSAG041983,chr5,151787794,151791556,+
lHSALNG0048982,NONHSAG043318,RP5-1186N24.3,chr6,28587377,28591747,+
lNONHSAG044283,NONHSAG044283,SNHG5,chr6,85659106,85679247,-
lNONHSAG045383,NONHSAG045383,LINC00473,chr6,165901876,165988048,-
lNONHSAG046760,NONHSAG046760,AC091729.9,chr7,1160025,1172551,+
lSNHG15,NONHSAG047504,SNHG15,chr7,44983018,44986961,-
lNONHSAG050987,NONHSAG050987,RP11-1C8.4,chr8,103446790,103501907,-
lZNF518B,NONHSAG037489,ZNF518B,chr4,10439879,10457426,-
lNONHSAG037780,NONHSAG037780,NONHSAG037780,chr4,39442972,39446929,-
lFRYL,NONHSAG037898,FRYL,chr4,48497356,48780322,-
lNONHSAG038501,NONHSAG038501,H2AFZ,chr4,99948091,99950258,-
lNONHSAG039347,NONHSAG039347,NONHSAG039347,chr4,173343319,173372010,-
lNONHSAG001722,NONHSAG001722,RP11-182I10.3,chr1,64972224,65002489,-
lNONHSAG040784,NONHSAG040784,ZBED3-AS1,chr5,77086731,77184279,+
lCTD-2007H13.3,NONHSAG041119,CTD-2007H13.3,chr5,98929170,98995013,+
lNONHSAG041613,NONHSAG041613,CTC-321K16.1,chr5,135559576,135672036,+
lCTD-2201E18.3,NONHSAG040296,CTD-2201E18.3,chr5,43014413,43067419,-
lNONHSAG042000,NONHSAG042000,SAP30L-AS1,chr5,154329436,154445855,-
lNONHSAG042495,NONHSAG042495,CTC-338M12.7,chr5,181222868,181230686,-
lNONHSAG002086,NONHSAG002086,LOC100131564,chr1,93261701,93346434,-
lNONHSAG044119,NONHSAG044119,RP11-398K22.12,chr6,73263214,73306680,+
lNONHSAG044192,NONHSAG044192,RP11-46B11.5,chr6,79233673,79247581,+
lRP3-399L15.3,NONHSAG044663,RP3-399L15.3,chr6,113969700,114471705,+
lEYA4,NONHSAG044871,EYA4,chr6,133240513,133532128,+
lGMDS,NONHSAG042608,GMDS,chr6,1623805,2245605,-
lNONHSAG042836,NONHSAG042836,RP3-406P24.3,chr6,3982423,4021216,-
lNONHSAG042957,NONHSAG042957,RP3-512B11.3,chr6,7539833,7543117,-
lNONHSAG044022,NONHSAG044022,GUSBP4,chr6,57907998,57961501,-
lNONHSAG044971,NONHSAG044971,NONHSAG044971,chr6,138604016,138697288,-
lNONHSAG045405,NONHSAG045405,NONHSAG045405,chr6,166963031,166999911,-
lNONHSAG047406,NONHSAG047406,AC004837.5,chr7,39699885,39801259,+
lINHBA-AS1,NONHSAG047432,INHBA-AS1,chr7,41693883,41779388,+
lNONHSAG048405,NONHSAG048405,RP11-132A1.3,chr7,101299547,101321144,+
lNONHSAG003094,NONHSAG003094,ARHGEF2,chr1,155946854,156002685,-
lNONHSAG051516,NONHSAG051516,FAM83H-AS1,chr8,143730164,143757199,+
lZNF252P-AS1,NONHSAG051588,ZNF252P-AS1,chr8,145002810,145037152,+
lNONHSAG049334,NONHSAG049334,NONHSAG049331,chr8,208285,233448,-
lNONHSAG049418,NONHSAG049418,RP11-115C21.2,chr8,6316153,6407433,-
lNONHSAG049421,NONHSAG049421,CTD-2541M15.1,chr8,6615602,6708216,-
lNONHSAG051196,NONHSAG051196,RP11-383J24.5,chr8,124452955,124474992,-
lIL11RA,NONHSAG052080,IL11RA,chr9,34652161,34661902,+
lHSALNG0071146,NONHSAG052204,FAM201A,chr9,38620473,38645285,+
lNONHSAG052915,NONHSAG052915,C9orf3,chr9,95004997,95087158,+
lNONHSAG053546,NONHSAG053546,SPTAN1,chr9,128523271,128553507,+
lC1orf132,NONHSAG004138,C1orf132,chr1,207801517,207879096,-
lNONHSAG053763,NONHSAG053763,PPP1R26-AS1,chr9,135434770,135480776,-
lNONHSAG055315,NONHSAG055315,RP11-453F18__B.1,chrX,131689736,131830643,-
lNONHSAG001438,NONHSAG001438,NONHSAG001438,chr1,50977560,51014391,+
lHSALNG0076282,NONHSAG005269,BEND7,chr10,13512372,13528545,-
lNONHSAG007233,NONHSAG007233,RP13-137A17.4,chr10,132943966,132965455,-
lNONHSAG007431,NONHSAG007431,KCNQ1OT1,chr11,2606133,2699998,-
lNONHSAG009228,NONHSAG009228,RP11-727A23.5,chr11,83184490,83194248,-
lZNF705A,NONHSAG010399,ZNF705A,chr12,8157014,8188537,+
lNONHSAG011503,NONHSAG011503,RP11-631N16.2,chr12,62602525,62623689,+
lNONHSAG012505,NONHSAG012505,PXN-AS1,chr12,120194916,120215485,+
lRP11-885B4.1,NONHSAG010196,RP11-885B4.1,chr12,2695764,2812902,-
lNONHSAG011576,NONHSAG011576,NONHSAG011576,chr12,66793058,67069881,-
lNONHSAG000536,NONHSAG000536,RP1-43E13.2,chr1,19210327,19241106,+
lNONHSAG012900,NONHSAG012900,NONHSAG012900,chr13,19667208,19670737,-
lNONHSAG013098,NONHSAG013098,PAN3-AS1,chr13,28132304,28139093,-
lNONHSAG000626,NONHSAG000626,LINC00339,chr1,22024530,22032311,+
lNONHSAG013310,NONHSAG013310,TPTE2P5,chr13,40796984,40921774,-
lNONHSAG015788,NONHSAG015788,DICER1-AS1,chr14,95157438,95179990,+
lNONHSAG014425,NONHSAG014425,CHD8,chr14,21443161,21553657,-
lNONHSAG015798,NONHSAG015798,SNHG10,chr14,95527135,95534983,-
lNONHSAG017672,NONHSAG017672,RP11-752G15.6,chr15,82750298,82819341,+
lNONHSAG016257,NONHSAG016257,RP11-566K19.6,chr15,22495650,22778741,+
lLOXL1-AS1,NONHSAG017388,LOXL1-AS1,chr15,73898470,73928296,-
lNONHSAG019162,NONHSAG019162,RP11-452L6.7,chr16,31508386,31522943,+
lNONHSAG018392,NONHSAG018392,ZNF205-AS1,chr16,3100571,3134882,-
lNONHSAG019860,NONHSAG019860,RP11-529K1.2,chr16,70315639,70346761,-
lNONHSAG021408,NONHSAG021408,SUZ12P,chr17,30708695,30790908,+
lNONHSAG021978,NONHSAG021978,MAP3K14-AS1,chr17,45247924,45270618,+
lNONHSAG020474,NONHSAG020474,MIR22HG,chr17,1710719,1717174,-
lNONHSAG022043,NONHSAG022043,MRPL45P2,chr17,47450226,47492620,-
lHSALNG0118162,NONHSAG022523,AMZ2P1,chr17,64966549,64975755,-
lNONHSAG023149,NONHSAG023149,ROCK1P1,chr18,109064,122222,+
lNONHSAG025583,NONHSAG025583,AD000090.2,chr19,35540511,35546029,-
lNONHSAG026113,NONHSAG026113,NONHSAG026113,chr19,47239120,47244336,-
lHSALNG0018234,NONHSAG029066,AC009404.2,chr2,117833936,117846057,+
lHSALNG0020713,NONHSAG029956,TTN-AS1,chr2,178521182,178779963,+
lNONHSAG026976,NONHSAG026976,RP11-254F7.2,chr2,10031956,10043515,-
lNONHSAG027991,NONHSAG027991,NONHSAG027991,chr2,65166406,65228398,-
lNONHSAG030085,NONHSAG030085,NONHSAG030085,chr2,189746663,189762757,-
lNONHSAG030633,NONHSAG030633,RP11-384O8.1,chr2,222317241,222318653,-
lNONHSAG031540,NONHSAG031540,FAM182B,chr20,25763465,25868150,-
lRP4-564F22.5,NONHSAG031748,RP4-564F22.5,chr20,38406010,38416797,-
lNONHSAG000479,NONHSAG000479,U1,chr1,16532539,16536988,-
lAF127936.7,NONHSAG032400,AF127936.7,chr21,14819698,14918552,-
lNONHSAG032559,NONHSAG032559,NONHSAG032559,chr21,25559403,25575168,-
lHSALNG0134192,NONHSAG033348,THAP7-AS1,chr22,21001874,21010374,+
lNONHSAG033376,NONHSAG033376,PPIL2,chr22,21652204,21670237,+
lISCA2P1,NONHSAG033587,ISCA2P1,chr22,26644888,26645336,-
lNONHSAG034006,NONHSAG034006,RP1-85F18.6,chr22,41169189,41197499,-
lNONHSAG034128,NONHSAG034128,CTA-217C2.1,chr22,45133014,45163857,-
lNONHSAG000831,NONHSAG000831,RP5-1092A3.4,chr1,28236352,28247214,-
lNONHSAG035860,NONHSAG035860,RP11-18H7.1,chr3,120093922,120136783,+
lRP11-475N22.4,NONHSAG036016,RP11-475N22.4,chr3,128489211,128502348,+
lNONHSAG037073,NONHSAG037073,LINC00969,chr3,195672627,195739964,+
lNONHSAG001118,NONHSAG001118,RP11-69E11.4,chr1,39521644,39559727,-
lNONHSAG035347,NONHSAG035347,MAGI1,chr3,65872814,65954559,-
lRN7SL2,NONHSAG014892,RN7SL2,chr14,49862549,49862849,-
lNONHSAG010307,NONHSAG010307,SCARNA10,chr12,6510221,6510551,+
lNONHSAG002325,NONHSAG002325,SCARNA2,chr1,109100119,109104035,+
lNONHSAG031750,NONHSAG031750,SNHG11,chr20,38446577,38450925,+
lNONHSAG000836,NONHSAG000836,SNORA73B,chr1,28508279,28508780,+
lNONHSAG022495,NONHSAG022495,SNORA76,chr17,64145955,64153168,+
lSNORD10,NONHSAT145404,SNORD10,chr17,7576810,7576952,+
lSNORD14E,NONHSAT024833,SNORD14E,chr11,123058076,123058161,-
lSNORD38A,NONHSAT002900,SNORD38A,chr1,44777842,44777912,+
lSNORD83A,NONHSAT086774,SNORD83A,chr22,39315212,39315307,-
lSNORD91A,NONHSAT144935,SNORD91A,chr17,2330179,2330370,-
lSNORD96A,NONHSAT105931,SNORD96A,chr5,181241813,181241892,-
lNONHSAG024566,NONHSAG024566,TINCR,chr19,5559872,5567942,-
lNONHSAG015182,NONHSAG015182,HIF1A-AS2,chr14,61715557,61751353,-
lNONHSAG027075,NONHSAG027075,mycnos,chr2,15920771,15942249,-
lNONHSAG000579,NONHSAG000579,PINK1-AS,chr1,20642656,20652193,-
lANKHD1-EIF4EBP3,NONHSAG041736,ANKHD1-EIF4EBP3,chr5,140401907,140549569,+
lUCN2,-,UCN2,chr3,48561717,48563781,-
lMEG3,NONHSAG015923,MEG3,chr14,100779205,100861031,+
lNONHSAG036783,NONHSAG036783,SOX2-OT,chr3,180989235,181836880,+
lNONHSAG032157,NONHSAG032157,GNAS-AS1,chr20,58811094,58850903,-
lNONHSAG007898,NONHSAG007898,BDNF-AS,chr11,27506837,27698248,+
lNONHSAG045399,NONHSAG045399,RPS6KA2-AS1,chr6,166898687,166909243,+
lNONHSAG031425,NONHSAG031425,NKX2-2-AS1,chr20,21511446,21512309,+
lNONHSAG015179,NONHSAG015179,HIF1A-AS1,chr14,61677633,61695841,-
lCOPG2IT1,-,COPG2IT1,chr7,130538953,130546900,+
lVTRNA2-1,NONHSAT103946,VTRNA2-1,chr5,136080469,136080597,-
lNONHSAG029467,NONHSAG029467,ZEB2-AS1,chr2,144518096,144521491,+
lNONHSAG031035,NONHSAG031035,BOK-AS1,chr2,241543822,241559673,-
lSCAANT1,-,SCAANT1,chr3,63911511,63912383,-
lNONHSAG015952,NONHSAG015952,DIO3OS,chr14,101552220,101560431,-
lNONHSAG000386,NONHSAG000386,NPPA-AS1,chr1,11840318,11848079,+
lNONHSAG007412,NONHSAG007412,IGF2-AS,chr11,2140500,2148666,+
lNONHSAG041626,NONHSAG041626,SMAD5-AS1,chr5,136129498,136134891,-
lNONHSAG007984,NONHSAG007984,WT1-AS,chr11,32434074,32458769,+
lA1BG-AS1,NONHSAG026719,A1BG-AS1,chr19,58347717,58355455,+
lNONHSAG010430,NONHSAG010430,A2M-AS1,chr12,9065158,9068058,+
lNONHSAG010419,NONHSAG010419,A2ML1-AS1,chr12,8776218,8830948,-
lA4GALT,NONHSAG034065,A4GALT,chr22,42692120,42721298,-
lRP11-680A11.5,NONHSAG011232,RP11-680A11.5,chr12,53298654,53300314,-
lAACS,NONHSAG012661,AACS,chr12,125065433,125143333,+
lAAED1,NONHSAG052965,AAED1,chr9,96639576,96655303,-
lAAGAB,NONHSAG017241,AAGAB,chr15,67200666,67255195,-
lAAK1,NONHSAG028081,AAK1,chr2,69457996,69674349,-
lAAMDC,NONHSAG009165,AAMDC,chr11,77821108,77918432,+
lAARS,NONHSAG019857,AARS,chr16,70252294,70289543,-
lAARS2,NONHSAG043852,AARS2,chr6,44298730,44313347,-
lAARSD1,NONHSAG021868,AARSD1,chr17,42950525,42964498,-
lAASDH,NONHSAG037995,AASDH,chr4,56338286,56387508,-
lAASDHPPT,NONHSAG009521,AASDHPPT,chr11,106075500,106098699,+
lAATF,NONHSAG021621,AATF,chr17,36948924,37056871,+
lAATK,NONHSAG022979,AATK,chr17,81110486,81166221,-
lNONHSAG022981,NONHSAG022981,AATK-AS1,chr17,81165507,81183165,+
lABAT,NONHSAG018516,ABAT,chr16,8674595,8784575,+
lNONHSAG018328,NONHSAG018328,ABCA17P,chr16,2339149,2367124,+
lABCA2,NONHSAG053832,ABCA2,chr9,137007233,137028915,-
lABCA3,NONHSAG018327,ABCA3,chr16,2275880,2340746,-
lABCA5,NONHSAG022621,ABCA5,chr17,69244310,69327244,-
lABCA7,NONHSAG024333,ABCA7,chr19,1039996,1065572,+
lABCA8,NONHSAG022606,ABCA8,chr17,68867288,68955392,-
lNONHSAG022611,NONHSAG022611,ABCA9-AS1,chr17,68944530,69042784,+
lNONHSAG048135,NONHSAG048135,ABCB1,chr7,87600117,87713412,-
lABCB8,NONHSAG049151,ABCB8,chr7,151028421,151047782,+
lABCC10,NONHSAG043820,ABCC10,chr6,43427365,43450430,+
lABCC2,NONHSAG006667,ABCC2,chr10,99782639,99852594,+
lABCC4,NONHSAG013980,ABCC4,chr13,95019834,95301475,-
lABCC8,NONHSAG007771,ABCC8,chr11,17392497,17476894,-
lABCD3,NONHSAG002124,ABCD3,chr1,94418388,94518666,+
lNONHSAG015454,NONHSAG015454,ABCD4,chr14,74289126,74294425,-
lABCE1,NONHSAG039023,ABCE1,chr4,145098287,145129524,+
lABCF3,NONHSAG036840,ABCF3,chr3,184186094,184194012,+
lNONHSAG035726,NONHSAG035726,ABHD10,chr3,111979046,111990773,+
lNONHSAG047943,NONHSAG047943,NONHSAG047942,chr7,73736259,73738789,-
lABHD12,NONHSAG031525,ABHD12,chr20,25294741,25390835,-
lABHD12B,NONHSAG014931,ABHD12B,chr14,50872052,50904970,+
lABHD16A,NONHSAG043508,ABHD16A,chr6,31686954,31703356,-
lABHD17A,NONHSAG024399,ABHD17A,chr19,1876809,1885496,-
lNONHSAG021176,NONHSAG021176,ABHD17AP6,chr17,20814619,20844478,+
lABHD17C,NONHSAG017619,ABHD17C,chr15,80679683,80755621,+
lABHD2,NONHSAG017817,ABHD2,chr15,89087458,89202355,+
lABHD4,NONHSAG014460,ABHD4,chr14,22598289,22612963,+
lABHD5,NONHSAG034898,ABHD5,chr3,43690107,43734371,+
lABHD6,NONHSAG035274,ABHD6,chr3,58237531,58295693,+
lABI2,NONHSAG030305,ABI2,chr2,203328279,203447728,+
lABI3BP,NONHSAG035602,ABI3BP,chr3,100749155,100993515,-
lABL2,NONHSAG003591,ABL2,chr1,179099329,179229684,-
lABLIM2,NONHSAG037425,ABLIM2,chr4,7965309,8158832,-
lABLIM3,NONHSAG041897,ABLIM3,chr5,149141482,149260542,+
lNONHSAG020441,NONHSAG020441,ABR,chr17,1051074,1268302,-
lABTB1,NONHSAG036002,ABTB1,chr3,127672934,127680926,+
lNONHSAG033272,NONHSAG033272,AC000068.5,chr22,19447892,19451858,+
lNONHSAG048195,NONHSAG048195,AC000120.7,chr7,92200013,92206857,-
