lncRNA_ID,gene_id,symbol,chr,start,end,strand
lNONMMUG034895,NONMMUG034895,2210408F21Rik,chr6,31219938,31342095,+
lNONMMUG028377,NONMMUG028377,2210414B05Rik,chr4,3656505,3663109,+
lNONMMUG025202,NONMMUG025202,2310005A03Rik,chr2,155097788,155100081,-
lNONMMUG006241,NONMMUG006241,2310058D17Rik,chr11,58965747,58978051,-
lNONMMUG006460,NONMMUG006460,2310065F04Rik,chr11,67112460,67120081,-
lNONMMUG037901,NONMMUG037901,2410002F23Rik,chr7,44246725,44262785,+
lNONMMUG007476,NONMMUG007476,2410003L11Rik,chr11,97583754,97623913,+
lNONMMUG007721,NONMMUG007721,2410004I01Rik,chr11,102958299,102964388,-
lNONMMUG006378,NONMMUG006378,2410006H16Rik,chr11,62602876,62604808,+
lNONMMUG008632,NONMMUG008632,2410018L13Rik,chr12,22982385,23009998,-
lNONMMUG021018,NONMMUG021018,2410080I02Rik,chr19,23134899,23135718,+
lNONMMUG028868,NONMMUG028868,2410114N07Rik,chr4,34906123,34911542,-
lNONMMUG033549,NONMMUG033549,2410137F16Rik,chr5,116433253,116465488,+
lNONMMUG020720,NONMMUG020720,2410152P15Rik,chr19,6617670,6674548,-
lNONMMUG031574,NONMMUG031574,2610002J02Rik,chr4,155249972,155256677,+
lNONMMUG000504,NONMMUG000504,2610017I09Rik,chr1,42587013,42694842,-
lNONMMUG017729,NONMMUG017729,2610019E17Rik,chr17,24528228,24528817,+
lNONMMUG030610,NONMMUG030610,2610028E06Rik,chr4,125887850,125922418,-
lNONMMUG008008,NONMMUG008008,2610035D17Rik,chr11,113043883,113201839,-
lNONMMUG013891,NONMMUG013891,2610035F20Rik,chr14,122470283,122475199,-
lNONMMUG026124,NONMMUG026124,2610100L16Rik,chr3,17789920,17800073,+
lNONMMUG038594,NONMMUG038594,2610206C17Rik,chr7,84689639,84779053,+
lNONMMUG010559,NONMMUG010559,2610307P16Rik,chr13,28460033,28885422,-
lNONMMUG023892,NONMMUG023892,2810002D19Rik,chr2,94406151,94419066,+
lNONMMUG008177,NONMMUG008177,2810008D09Rik,chr11,117076531,117078956,+
lNONMMUG016963,NONMMUG016963,2810055G20Rik,chr16,77236316,77691403,+
lNONMMUG045662,NONMMUG045662,2810403D21Rik,chrX,108833799,108977903,+
lNONMMUG040449,NONMMUG040449,2810404M03Rik,chr8,41827266,42046202,+
lNONMMUG000865,NONMMUG000865,2810408I11Rik,chr1,64679868,64690660,-
lNONMMUG005359,NONMMUG005359,2810442I21Rik,chr11,16934836,16951283,-
lNONMMUG041897,NONMMUG041897,2810455O05Rik,chr8,123838552,123840786,-
lNONMMUG044520,NONMMUG044520,2900008C10Rik,chrX,12130988,12160347,-
lNONMMUG008201,NONMMUG008201,2900041M22Rik,chr11,117611246,117613858,+
lNONMMUG005371,NONMMUG005371,2900053O20Rik,chr11,17953577,17988609,+
lNONMMUG046140,NONMMUG046140,2900056M20Rik,chrX,152297648,152327489,-
lNONMMUG034272,NONMMUG034272,2900089D17Rik,chr5,144241689,144262607,-
lNONMMUG025262,NONMMUG025262,2900097C17Rik,chr2,156388062,156393048,-
lNONMMUG046145,NONMMUG046145,3010001F23Rik,chrX,152368571,152416702,+
lNONMMUG026146,NONMMUG026146,4632415L05Rik,chr3,19894870,19898984,+
lNONMMUG003737,NONMMUG003737,4632428N05Rik,chr10,60346906,60372307,+
lNONMMUG037464,NONMMUG037464,4732471J01Rik,chr7,25376818,25566417,+
lNONMMUG007388,NONMMUG007388,4833417C18Rik,chr11,95858816,95876381,+
lNONMMUG023879,NONMMUG023879,4921507L20Rik,chr2,93979950,93985512,+
lNONMMUG026909,NONMMUG026909,4921511C10Rik,chr3,79212918,79253913,+
lNONMMUG025273,NONMMUG025273,4930405A21Rik,chr2,156696084,156720910,-
lNONMMUG007279,NONMMUG007279,4930405D11Rik,chr11,90804690,90938448,+
lNONMMUG024260,NONMMUG024260,4930412B13Rik,chr2,117821927,117909137,+
lNONMMUG028489,NONMMUG028489,4930412C18Rik,chr4,9769684,9823411,+
lNONMMUG023536,NONMMUG023536,4930440I19Rik,chr2,78046703,78210005,+
lNONMMUG009251,NONMMUG009251,4930447C04Rik,chr12,72881108,72940833,-
lNONMMUG031210,NONMMUG031210,4930455G09Rik,chr4,142017898,142030478,+
lNONMMUG030033,NONMMUG030033,4930456L15Rik,chr4,103290958,103311833,+
lNONMMUG005734,NONMMUG005734,4930469K13Rik,chr11,33973960,34102031,-
lNONMMUG020648,NONMMUG020648,4930481A15Rik,chr19,5406739,5422847,+
lNONMMUG024027,NONMMUG024027,4930500J02Rik,chr2,104559162,104571430,+
lNONMMUG017419,NONMMUG017419,4930506C21Rik,chr17,8283761,8311118,-
lNONMMUG019995,NONMMUG019995,4930511M06Rik,chr18,57373454,57552398,-
lNONMMUG040702,NONMMUG040702,4930512H18Rik,chr8,61849005,61922835,+
lNONMMUG041375,NONMMUG041375,4930513N10Rik,chr8,95806743,95821728,+
lNONMMUG013775,NONMMUG013775,4930524C18Rik,chr14,114831964,114861327,+
lNONMMUG044433,NONMMUG044433,4930524L23Rik,chrX,7573599,7581017,+
lNONMMUG043888,NONMMUG043888,4930524O07Rik,chr9,106891546,106896269,+
lNONMMUG011321,NONMMUG011321,4930525G20Rik,chr13,67796593,67831264,-
lNONMMUG005558,NONMMUG005558,4930538E20Rik,chr11,24153231,24172922,-
lNONMMUG012044,NONMMUG012044,4930544M13Rik,chr13,114607227,114697822,+
lNONMMUG020228,NONMMUG020228,4930546C10Rik,chr18,68889486,68951528,-
lNONMMUG030688,NONMMUG030688,4930546G22Rik,chr4,128261043,128263204,+
lNONMMUG005334,NONMMUG005334,4930554G24Rik,chr11,14072102,14179080,-
lNONMMUG023040,NONMMUG023040,4930555B11Rik,chr2,57181830,57190740,+
lNONMMUG010472,NONMMUG010472,4930557F10Rik,chr13,23276168,23313401,-
lNONMMUG006658,NONMMUG006658,4930563E22Rik,chr11,72215137,72218450,+
lNONMMUG026956,NONMMUG026956,4930564K09Rik,chr3,82876287,82950490,+
lNONMMUG032113,NONMMUG032113,4930566F21Rik,chr5,31486628,31495180,-
lNONMMUG014890,NONMMUG014890,4930571N24Rik,chr15,77427978,77461967,+
lNONMMUG026697,NONMMUG026697,4930593A02Rik,chr3,58689384,58870226,+
lNONMMUG013901,NONMMUG013901,4930594M22Rik,chr14,122913029,122937470,+
lNONMMUG013165,NONMMUG013165,4931440J10Rik,chr14,62760500,62830127,+
lNONMMUG026767,NONMMUG026767,4931440P22Rik,chr3,65507256,65529414,-
lNONMMUG016527,NONMMUG016527,4932412D23Rik,chr16,42687852,42875942,-
lNONMMUG039764,NONMMUG039764,4932443L11Rik,chr8,4162521,4206882,-
lNONMMUG034063,NONMMUG034063,4933404O12Rik,chr5,136915928,136937113,+
lNONMMUG039105,NONMMUG039105,4933406I18Rik,chr7,114310172,114415197,-
lNONMMUG009897,NONMMUG009897,4933406K04Rik,chr12,106684889,106716374,-
lNONMMUG045195,NONMMUG045195,4933407K13Rik,chrX,75706931,75764699,-
lNONMMUG041656,NONMMUG041656,4933408N05Rik,chr8,114341159,114351480,-
lNONMMUG023717,NONMMUG023717,4933423P22Rik,chr2,90479098,90488426,+
lNONMMUG005564,NONMMUG005564,4933430M04Rik,chr11,24426245,24722646,+
lNONMMUG040983,NONMMUG040983,4933431K23Rik,chr8,77610859,77769682,+
lNONMMUG039212,NONMMUG039212,4933432K03Rik,chr7,121468843,121609334,-
lNONMMUG006254,NONMMUG006254,4933439C10Rik,chr11,59505224,59513648,+
lNONMMUG045615,NONMMUG045615,5330434G04Rik,chrX,105348281,105391777,-
lNONMMUG035314,NONMMUG035314,5430402O13Rik,chr6,50564291,50625559,+
lNONMMUG025278,NONMMUG025278,5430405H02Rik,chr2,156843127,156862963,-
lNONMMUG024287,NONMMUG024287,5430417L22Rik,chr2,118746947,118748808,+
lNONMMUG009675,NONMMUG009675,5430427M07Rik,chr12,91045847,91079907,+
lNONMMUG044538,NONMMUG044538,5730405O15Rik,chrX,13042014,13045752,+
lNONMMUG003467,NONMMUG003467,5730435O14Rik,chr10,41568015,41576477,+
lNONMMUG035361,NONMMUG035361,5730457N03Rik,chr6,52308388,52314833,-
lNONMMUG005571,NONMMUG005571,5730522E02Rik,chr11,25602583,25604291,-
lNONMMUG032544,NONMMUG032544,5830416I19Rik,chr5,64044972,64050226,+
lNONMMUG021777,NONMMUG021777,5830428H23Rik,chr19,61114981,61140840,-
lNONMMUG031579,NONMMUG031579,5830444B04Rik,chr4,155398762,155421705,-
lNONMMUG001006,NONMMUG001006,6030407O03Rik,chr1,73617904,73905230,-
lNONMMUG031911,NONMMUG031911,6030443J06Rik,chr5,22550412,22807850,+
lNONMMUG044868,NONMMUG044868,6720401G13Rik,chrX,50555052,50635426,-
lNONMMUG040034,NONMMUG040034,6820431F20Rik,chr8,20294035,20297546,-
lNONMMUG043413,NONMMUG043413,7SK,chr9,78175301,78175633,-
lNONMMUG032471,NONMMUG032471,8030423F21Rik,chr5,52607549,52619012,-
lNONMMUG005112,NONMMUG005112,8430429K09Rik,chr11,3452214,3479832,+
lNONMMUG006477,NONMMUG006477,9130017K11Rik,chr11,67921503,67947660,+
lNONMMUG035402,NONMMUG035402,9130019P16Rik,chr6,54269680,54430222,-
lNONMMUG000668,NONMMUG000668,9130024F11Rik,chr1,56971411,57050084,+
lNONMMUG030273,NONMMUG030273,9130206I24Rik,chr4,114909256,114921968,+
lNONMMUG030272,NONMMUG030272,9130410C08Rik,chr4,114817160,114902859,-
lNONMMUG032462,NONMMUG032462,9230114K14Rik,chr5,52190665,52279034,+
lNONMMUG041832,NONMMUG041832,9330133O14Rik,chr8,122443655,122446476,+
lNONMMUG035013,NONMMUG035013,9330158H04Rik,chr6,36209619,36390191,-
lNONMMUG043542,NONMMUG043542,9330159M07Rik,chr9,88644967,88858870,-
lNONMMUG000575,NONMMUG000575,9330175M20Rik,chr1,51218385,51333932,-
lNONMMUG025318,NONMMUG025318,9430008C03Rik,chr2,158353667,158368133,-
lNONMMUG037104,NONMMUG037104,9430041J12Rik,chr7,4074124,4120729,-
lNONMMUG032038,NONMMUG032038,9530036O11Rik,chr5,28458273,28933996,+
lNONMMUG046153,NONMMUG046153,9530051G07Rik,chrX,153037628,153072916,+
lNONMMUG034244,NONMMUG034244,9530056K15Rik,chr5,143393688,143399563,-
lNONMMUG024804,NONMMUG024804,9630028H03Rik,chr2,135325446,135615143,-
lNONMMUG027464,NONMMUG027464,A230001M10Rik,chr3,102262388,102445545,+
lNONMMUG005829,NONMMUG005829,A230004M16Rik,chr11,41710341,41973118,+
lNONMMUG038178,NONMMUG038178,A230006K03Rik,chr7,61010254,61311721,-
lNONMMUG038110,NONMMUG038110,A230056P14Rik,chr7,55962530,55980868,+
lNONMMUG038184,NONMMUG038184,A230057D06Rik,chr7,61704518,62091267,-
lNONMMUG021882,NONMMUG021882,A230108P19Rik,chr2,6193250,6321611,+
lNONMMUG041396,NONMMUG041396,A330008L17Rik,chr8,99416641,99733438,+
lNONMMUG021277,NONMMUG021277,A330032B11Rik,chr19,37173842,37196542,+
lNONMMUG013880,NONMMUG013880,A330035P11Rik,chr14,122097938,122106975,-
lNONMMUG020860,NONMMUG020860,A330040F15Rik,chr19,12517914,12598245,-
lNONMMUG019844,NONMMUG019844,A330093E20Rik,chr18,45676958,46045260,-
lNONMMUG024787,NONMMUG024787,A430048G15Rik,chr2,133432094,133453362,+
lNONMMUG012368,NONMMUG012368,A430057M04Rik,chr14,21847577,21856927,+
lNONMMUG007185,NONMMUG007185,A430104N18Rik,chr11,87755562,87757709,+
lNONMMUG025574,NONMMUG025574,A530013C23Rik,chr2,167690758,167729173,+
lNONMMUG006346,NONMMUG006346,A530017D24Rik,chr11,61864567,61868769,-
lNONMMUG030683,NONMMUG030683,A630031M04Rik,chr4,127545100,127570704,+
lNONMMUG005600,NONMMUG005600,A630052C17Rik,chr11,29148564,29173559,-
lNONMMUG027243,NONMMUG027243,A730011C13Rik,chr3,94994409,95006569,-
lNONMMUG024695,NONMMUG024695,A730017L22Rik,chr2,130872540,130906397,-
lNONMMUG010775,NONMMUG010775,A730081D07Rik,chr13,40956413,41001152,-
lNONMMUG007358,NONMMUG007358,A730090H04Rik,chr11,95145051,95159047,+
lNONMMUG026758,NONMMUG026758,A730090N16Rik,chr3,65133058,65356186,-
lNONMMUG028396,NONMMUG028396,A830012C17Rik,chr4,4138320,4188704,+
lNONMMUG011468,NONMMUG011468,A830082K12Rik,chr13,78198016,78279843,+
lNONMMUG020609,NONMMUG020609,A930001C03Rik,chr19,4438521,4448437,+
lNONMMUG027596,NONMMUG027596,A930002I21Rik,chr3,107090879,107098401,+
lNONMMUG021136,NONMMUG021136,A930007I19Rik,chr19,29464749,29523160,-
lNONMMUG018236,NONMMUG018236,A930015D03Rik,chr17,35994452,36038435,+
lNONMMUG033743,NONMMUG033743,A930024E05Rik,chr5,122988915,122998346,+
lNONMMUG007015,NONMMUG007015,AA465934,chr11,83291687,83294929,+
lNONMMUG022285,NONMMUG022285,AA543186,chr2,25327449,25332572,-
lNONMMUG007384,NONMMUG007384,Abi3,chr11,95837883,95842160,-
lNONMMUG022559,NONMMUG022559,Abl1,chr2,31689610,31779024,+
lNONMMUG021692,NONMMUG021692,Ablim1,chr19,57113743,57118935,-
lNONMMUG019718,NONMMUG019718,AC020971.1,chr18,37746558,37768242,-
lNONMMUG020761,NONMMUG020761,AC025794.1,chr19,8723406,8726445,+
lNONMMUG012898,NONMMUG012898,AC027184.1,chr14,50870363,50880378,+
lNONMMUG002437,NONMMUG002437,AC087229.1,chr1,171423184,171437352,-
lNONMMUG015788,NONMMUG015788,AC087541.2,chr16,11203382,11225797,+
lNONMMUG017483,NONMMUG017483,AC087901.1,chr17,12318852,12336225,+
lNONMMUG021582,NONMMUG021582,AC100726.1,chr19,50677405,50778663,+
lNONMMUG014468,NONMMUG014468,AC100730.1,chr15,44749204,44872237,+
lNONMMUG038583,NONMMUG038583,AC101659.1,chr7,84151702,84267006,+
lNONMMUG041003,NONMMUG041003,AC101790.1,chr8,79295054,79308961,+
lNONMMUG032758,NONMMUG032758,AC102570.1,chr5,74093059,74095406,+
lNONMMUG026548,NONMMUG026548,AC102860.1,chr3,51559756,51595797,+
lNONMMUG038723,NONMMUG038723,AC102906.1,chr7,92982068,93104790,+
lNONMMUG000058,NONMMUG000058,AC103380.1,chr1,7314636,7397878,-
lNONMMUG013142,NONMMUG013142,AC107641.2,chr14,61602835,61682768,-
lNONMMUG040913,NONMMUG040913,AC107822.5,chr8,72142484,72160874,-
lNONMMUG001749,NONMMUG001749,AC107837.1,chr1,132036804,132067946,+
lNONMMUG015350,NONMMUG015350,AC109202.1,chr15,96087337,96284495,-
lNONMMUG033572,NONMMUG033572,AC110234.1,chr5,117312517,117315889,-
lNONMMUG038433,NONMMUG038433,AC110520.1,chr7,79018052,79053324,-
lNONMMUG038810,NONMMUG038810,AC111120.1,chr7,99260480,99267219,-
lNONMMUG021656,NONMMUG021656,AC112962.1,chr19,55640588,55702205,-
lNONMMUG034639,NONMMUG034639,AC113309.1,chr6,13871525,14044385,+
lNONMMUG039859,NONMMUG039859,AC113484.1,chr8,11007849,11066224,+
lNONMMUG001993,NONMMUG001993,AC114655.1,chr1,150074872,150099963,-
lNONMMUG021204,NONMMUG021204,AC115752.1,chr19,32387589,32395225,+
lNONMMUG011269,NONMMUG011269,AC116589.1,chr13,65309740,65591561,-
lNONMMUG043457,NONMMUG043457,AC116669.1,chr9,80955435,81203591,+
lNONMMUG034742,NONMMUG034742,AC117213.1,chr6,21985907,22067688,-
lNONMMUG033262,NONMMUG033262,AC117574.1,chr5,107659096,107688016,-
lNONMMUG002358,NONMMUG002358,AC119212.1,chr1,166974022,167002055,-
lNONMMUG039485,NONMMUG039485,AC119806.1,chr7,132874738,132931375,-
lNONMMUG032510,NONMMUG032510,AC119899.1,chr5,57570081,57720201,-
lNONMMUG000977,NONMMUG000977,AC120136.1,chr1,72236464,72274870,+
lNONMMUG012331,NONMMUG012331,AC121599.1,chr14,20687235,20703012,-
lNONMMUG027320,NONMMUG027320,AC121792.1,chr3,96375646,96384223,-
lNONMMUG019647,NONMMUG019647,AC121821.1,chr18,35553370,35558317,+
lNONMMUG013550,NONMMUG013550,AC121960.1,chr14,79836711,79978861,+
lNONMMUG019230,NONMMUG019230,AC122004.1,chr18,4812485,4850960,+
lNONMMUG035570,NONMMUG035570,AC122296.1,chr6,67113785,67168427,+
lNONMMUG018787,NONMMUG018787,AC122487.1,chr17,69357936,69439305,-
lNONMMUG034400,NONMMUG034400,AC122546.1,chr5,149119564,149184226,-
lNONMMUG001821,NONMMUG001821,AC122771.1,chr1,134642253,134646521,-
lNONMMUG010264,NONMMUG010264,AC122824.1,chr13,10357594,10797502,+
lNONMMUG033049,NONMMUG033049,AC122875.1,chr5,97392416,97646111,+
lNONMMUG001538,NONMMUG001538,AC122932.1,chr1,113891384,113964134,-
lNONMMUG010771,NONMMUG010771,AC123834.1,chr13,40727807,40735162,+
lNONMMUG011097,NONMMUG011097,AC124395.1,chr13,56222223,56243941,-
lNONMMUG036630,NONMMUG036630,AC124756.1,chr6,126718683,126741601,+
lNONMMUG026020,NONMMUG026020,AC125373.1,chr3,7576253,7690002,+
lNONMMUG013086,NONMMUG013086,AC125399.1,chr14,57999032,58003703,+
lNONMMUG015277,NONMMUG015277,AC125460.1,chr15,92344358,92378103,+
lNONMMUG019580,NONMMUG019580,AC126026.1,chr18,32359056,32378285,-
lNONMMUG018816,NONMMUG018816,AC126942.1,chr17,70878077,71393285,+
lNONMMUG038206,NONMMUG038206,AC127280.1,chr7,63344689,63444530,-
lNONMMUG014433,NONMMUG014433,AC129212.1,chr15,41758059,41788912,-
lNONMMUG014067,NONMMUG014067,AC130697.1,chr15,10714835,10790124,+
lNONMMUG021695,NONMMUG021695,AC131756.1,chr19,57322451,57360824,-
lNONMMUG042010,NONMMUG042010,AC131780.1,chr9,3000281,3168181,-
lNONMMUG002730,NONMMUG002730,AC131980.1,chr1,185447115,185455568,-
lNONMMUG032625,NONMMUG032625,AC132284.1,chr5,66151211,66180926,+
lNONMMUG004756,NONMMUG004756,AC132304.1,chr10,116674590,116679303,+
lNONMMUG043786,NONMMUG043786,AC132684.1,chr9,102345902,102354694,+
lNONMMUG041600,NONMMUG041600,AC132945.1,chr8,110863228,110940315,-
lNONMMUG009515,NONMMUG009515,AC133183.2,chr12,84029428,84054254,-
lNONMMUG041551,NONMMUG041551,AC133510.1,chr8,109075210,109273811,+
lNONMMUG015353,NONMMUG015353,AC133578.2,chr15,96231869,96254685,-
lNONMMUG019742,NONMMUG019742,AC133646.1,chr18,38238404,38250566,-
lNONMMUG041488,NONMMUG041488,AC134615.1,chr8,106237902,106425728,-
lNONMMUG010169,NONMMUG010169,AC134826.1,chr13,3478223,3501636,+
lNONMMUG011168,NONMMUG011168,AC134869.1,chr13,59726745,59750579,+
lNONMMUG019587,NONMMUG019587,AC135961.1,chr18,32663641,32837288,-
lNONMMUG028179,NONMMUG028179,AC136729.1,chr3,145650311,145677808,+
lNONMMUG034255,NONMMUG034255,AC136746.1,chr5,143758066,143803114,+
lNONMMUG015228,NONMMUG015228,AC137513.1,chr15,89474787,89485729,+
lNONMMUG013944,NONMMUG013944,AC137902.1,chr15,3995867,4016561,+
lNONMMUG001143,NONMMUG001143,AC138214.1,chr1,82691927,82725169,-
lNONMMUG009570,NONMMUG009570,AC138303.1,chr12,85962597,85979021,-
lNONMMUG002342,NONMMUG002342,AC138358.1,chr1,166002957,166038259,+
lNONMMUG037549,NONMMUG037549,AC139063.1,chr7,27927272,27960590,+
lNONMMUG042936,NONMMUG042936,AC139320.1,chr9,58455109,58473790,+
lNONMMUG015490,NONMMUG015490,AC139571.1,chr15,100433586,100469221,-
lNONMMUG010906,NONMMUG010906,AC140293.1,chr13,48044230,48313136,-
lNONMMUG040073,NONMMUG040073,AC140326.1,chr8,22480290,22483332,+
lNONMMUG004267,NONMMUG004267,AC140333.1,chr10,84545245,84559695,-
lNONMMUG004269,NONMMUG004269,AC140333.2,chr10,84619331,84622579,-
lNONMMUG008622,NONMMUG008622,AC140457.1,chr12,21416734,21432847,+
lNONMMUG021336,NONMMUG021336,AC142101.1,chr19,40581067,40600651,+
lNONMMUG013482,NONMMUG013482,AC142266.1,chr14,76514512,76520856,-
lNONMMUG037369,NONMMUG037369,AC148988.1,chr7,19298259,19300771,-
lNONMMUG021492,NONMMUG021492,AC150685.1,chr19,45997598,46013387,+
lNONMMUG039529,NONMMUG039529,AC151841.1,chr7,135623709,135652315,-
lNONMMUG037895,NONMMUG037895,AC151989.1,chr7,43695208,43797958,-
lNONMMUG040032,NONMMUG040032,AC152164.1,chr8,20292476,20420781,+
lNONMMUG014344,NONMMUG014344,AC152181.1,chr15,37007522,37044101,+
lNONMMUG004304,NONMMUG004304,AC152453.1,chr10,86685464,86694806,+
lNONMMUG004049,NONMMUG004049,AC153830.1,chr10,77486663,77516930,+
lNONMMUG012430,NONMMUG012430,AC154455.1,chr14,25548389,25554369,-
lNONMMUG017678,NONMMUG017678,AC154486.1,chr17,22752241,22817800,-
lNONMMUG013059,NONMMUG013059,AC154731.1,chr14,56696274,56701269,-
lNONMMUG009938,NONMMUG009938,NONMMUG009928,chr12,108536400,108555618,-
