lncRNA_ID,gene_id,symbol,chr,start,end,strand
lNONMMUG027325,NONMMUG027325,Gm21960,chr3,96411962,96414833,-
lNONMMUG045569,NONMMUG045569,Xist,chrX,103460372,103483233,-
lNONMMUG037997,NONMMUG037997,0610005C13Rik,chr7,45567791,45576004,-
lNONMMUG019126,NONMMUG019126,0610012D04Rik,chr17,87362238,87364463,-
lNONMMUG036234,NONMMUG036234,0610040F04Rik,chr6,108577035,108660935,-
lNONMMUG029984,NONMMUG029984,0610043K17Rik,chr4,101353782,101404589,+
lNONMMUG035068,NONMMUG035068,1110001J03Rik,chr6,38532578,38533880,+
lNONMMUG025552,NONMMUG025552,1110018N20Rik,chr2,167188658,167192809,+
lNONMMUG018153,NONMMUG018153,1110038B12Rik,chr17,34948537,34952525,-
lNONMMUG023778,NONMMUG023778,1110051M20Rik,chr2,91443125,91444667,-
lNONMMUG025718,NONMMUG025718,1300015D01Rik,chr2,173082783,173138344,+
lNONMMUG027090,NONMMUG027090,1500004A13Rik,chr3,88782942,88832547,-
lNONMMUG007059,NONMMUG007059,1500016L03Rik,chr11,84524711,84535832,+
lNONMMUG021267,NONMMUG021267,1500017E21Rik,chr19,36598900,36705642,-
lNONMMUG023398,NONMMUG023398,1700011J10Rik,chr2,72978971,72989229,+
lNONMMUG008380,NONMMUG008380,1700012B15Rik,chr12,3235658,3250376,+
lNONMMUG014716,NONMMUG014716,1700012I11Rik,chr15,67226768,67525371,+
lNONMMUG009899,NONMMUG009899,1700013N06Rik,chr12,106834225,106878842,+
lNONMMUG006735,NONMMUG006735,1700016P03Rik,chr11,75172422,75179489,+
lNONMMUG024327,NONMMUG024327,1700020I14Rik,chr2,119593921,119607721,+
lNONMMUG024765,NONMMUG024765,1700026D11Rik,chr2,132490544,132524058,+
lNONMMUG004229,NONMMUG004229,1700028I16Rik,chr10,82812122,82824242,+
lNONMMUG031445,NONMMUG031445,1700045H11Rik,chr4,150828224,150855077,-
lNONMMUG030564,NONMMUG030564,1700057H15Rik,chr4,124412657,124485960,-
lNONMMUG022949,NONMMUG022949,1700057H21Rik,chr2,51420983,51438786,-
lNONMMUG006542,NONMMUG006542,1700064E03Rik,chr11,69398530,69402830,+
lNONMMUG042236,NONMMUG042236,1700084C06Rik,chr9,21091754,21128787,+
lNONMMUG038993,NONMMUG038993,1700095J03Rik,chr7,109438617,109461497,+
lNONMMUG023451,NONMMUG023451,1700109F18Rik,chr2,74703247,74716170,-
lNONMMUG020333,NONMMUG020333,1700120E14Rik,chr18,74495682,74531140,-
lNONMMUG013268,NONMMUG013268,1700120O09Rik,chr14,67324893,67397755,-
lNONMMUG028536,NONMMUG028536,1700123M08Rik,chr4,11966565,11995025,+
lNONMMUG028494,NONMMUG028494,1700123O12Rik,chr4,10479961,10797812,-
lNONMMUG038355,NONMMUG038355,1810026B05Rik,chr7,73539202,73561696,-
lNONMMUG035002,NONMMUG035002,1810058I24Rik,chr6,35252653,35263496,+
lNONMMUG012326,NONMMUG012326,1810062O18Rik,chr14,20546078,20570688,+
lNONMMUG044429,NONMMUG044429,2010204K13Rik,chrX,7386777,7445144,-
lNONMMUG046159,NONMMUG046159,2210013O21Rik,chrX,153723608,153741297,+
lNONMMUG005219,NONMMUG005219,NONMMUG004254,chr11,5761711,5784869,+
lNONMMUG034337,NONMMUG034337,2210019I11Rik,chr5,147228595,147271521,-
lNONMMUG034895,NONMMUG034895,2210408F21Rik,chr6,31219938,31342095,+
lNONMMUG006241,NONMMUG006241,2310058D17Rik,chr11,58965747,58978051,-
lNONMMUG037901,NONMMUG037901,2410002F23Rik,chr7,44246725,44262785,+
lNONMMUG007476,NONMMUG007476,2410003L11Rik,chr11,97583754,97623913,+
lNONMMUG028186,NONMMUG028186,2410004B18Rik,chr3,145941191,145944197,+
lNONMMUG007721,NONMMUG007721,2410004I01Rik,chr11,102958299,102964388,-
lNONMMUG006378,NONMMUG006378,2410006H16Rik,chr11,62602876,62604808,+
lNONMMUG008632,NONMMUG008632,2410018L13Rik,chr12,22982385,23009998,-
lNONMMUG021018,NONMMUG021018,2410080I02Rik,chr19,23134899,23135718,+
lNONMMUG033549,NONMMUG033549,2410137F16Rik,chr5,116433253,116465488,+
lNONMMUG020720,NONMMUG020720,2410152P15Rik,chr19,6617670,6674548,-
lNONMMUG031574,NONMMUG031574,2610002J02Rik,chr4,155249972,155256677,+
lNONMMUG000504,NONMMUG000504,2610017I09Rik,chr1,42587013,42694842,-
lNONMMUG017729,NONMMUG017729,2610019E17Rik,chr17,24528228,24528817,+
lNONMMUG030610,NONMMUG030610,2610028E06Rik,chr4,125887850,125922418,-
lNONMMUG008008,NONMMUG008008,2610035D17Rik,chr11,113043883,113201839,-
lNONMMUG013891,NONMMUG013891,2610035F20Rik,chr14,122470283,122475199,-
lNONMMUG026124,NONMMUG026124,2610100L16Rik,chr3,17789920,17800073,+
lNONMMUG038594,NONMMUG038594,2610206C17Rik,chr7,84689639,84779053,+
lNONMMUG010559,NONMMUG010559,2610307P16Rik,chr13,28460033,28885422,-
lNONMMUG023892,NONMMUG023892,2810002D19Rik,chr2,94406151,94419066,+
lNONMMUG008177,NONMMUG008177,2810008D09Rik,chr11,117076531,117078956,+
lNONMMUG016963,NONMMUG016963,2810055G20Rik,chr16,77236316,77691403,+
lNONMMUG045662,NONMMUG045662,2810403D21Rik,chrX,108833799,108977903,+
lNONMMUG040449,NONMMUG040449,2810404M03Rik,chr8,41827266,42046202,+
lNONMMUG000865,NONMMUG000865,2810408I11Rik,chr1,64679868,64690660,-
lNONMMUG008285,NONMMUG008285,2810410L24Rik,chr11,120182622,120189960,-
lNONMMUG007704,NONMMUG007704,2810433D01Rik,chr11,102619796,102624417,-
lNONMMUG005359,NONMMUG005359,2810442I21Rik,chr11,16934836,16951283,-
lNONMMUG044520,NONMMUG044520,2900008C10Rik,chrX,12130988,12160347,-
lNONMMUG008201,NONMMUG008201,2900041M22Rik,chr11,117611246,117613858,+
lNONMMUG008287,NONMMUG008287,2900052L18Rik,chr11,120226802,120231586,-
lNONMMUG005371,NONMMUG005371,2900053O20Rik,chr11,17953577,17988609,+
lNONMMUG046140,NONMMUG046140,2900056M20Rik,chrX,152297648,152327489,-
lNONMMUG034272,NONMMUG034272,2900089D17Rik,chr5,144241689,144262607,-
lNONMMUG025262,NONMMUG025262,2900097C17Rik,chr2,156388062,156393048,-
lNONMMUG046145,NONMMUG046145,3010001F23Rik,chrX,152368571,152416702,+
lNONMMUG026146,NONMMUG026146,4632415L05Rik,chr3,19894870,19898984,+
lNONMMUG003737,NONMMUG003737,4632428N05Rik,chr10,60346906,60372307,+
lNONMMUG037464,NONMMUG037464,4732471J01Rik,chr7,25376818,25566417,+
lNONMMUG007388,NONMMUG007388,4833417C18Rik,chr11,95858816,95876381,+
lNONMMUG023879,NONMMUG023879,4921507L20Rik,chr2,93979950,93985512,+
lNONMMUG026909,NONMMUG026909,4921511C10Rik,chr3,79212918,79253913,+
lNONMMUG025273,NONMMUG025273,4930405A21Rik,chr2,156696084,156720910,-
lNONMMUG007235,NONMMUG007235,4930405P13Rik,chr11,88905927,88939284,+
lNONMMUG024260,NONMMUG024260,4930412B13Rik,chr2,117821927,117909137,+
lNONMMUG028489,NONMMUG028489,4930412C18Rik,chr4,9769684,9823411,+
lNONMMUG023536,NONMMUG023536,4930440I19Rik,chr2,78046703,78210005,+
lNONMMUG025069,NONMMUG025069,4930442J19Rik,chr2,151301973,151316247,+
lNONMMUG023914,NONMMUG023914,4930445B16Rik,chr2,96987017,97083562,-
lNONMMUG009251,NONMMUG009251,4930447C04Rik,chr12,72881108,72940833,-
lNONMMUG005734,NONMMUG005734,4930469K13Rik,chr11,33973960,34102031,-
lNONMMUG020648,NONMMUG020648,4930481A15Rik,chr19,5406739,5422847,+
lNONMMUG017419,NONMMUG017419,4930506C21Rik,chr17,8283761,8311118,-
lNONMMUG019995,NONMMUG019995,4930511M06Rik,chr18,57373454,57552398,-
lNONMMUG040702,NONMMUG040702,4930512H18Rik,chr8,61849005,61922835,+
lNONMMUG041375,NONMMUG041375,4930513N10Rik,chr8,95806743,95821728,+
lNONMMUG013775,NONMMUG013775,4930524C18Rik,chr14,114831964,114861327,+
lNONMMUG044433,NONMMUG044433,4930524L23Rik,chrX,7573599,7581017,+
lNONMMUG043888,NONMMUG043888,4930524O07Rik,chr9,106891546,106896269,+
lNONMMUG011321,NONMMUG011321,4930525G20Rik,chr13,67796593,67831264,-
lNONMMUG020228,NONMMUG020228,4930546C10Rik,chr18,68889486,68951528,-
lNONMMUG023040,NONMMUG023040,4930555B11Rik,chr2,57181830,57190740,+
lNONMMUG010472,NONMMUG010472,4930557F10Rik,chr13,23276168,23313401,-
lNONMMUG006658,NONMMUG006658,4930563E22Rik,chr11,72215137,72218450,+
lNONMMUG026956,NONMMUG026956,4930564K09Rik,chr3,82876287,82950490,+
lNONMMUG032113,NONMMUG032113,4930566F21Rik,chr5,31486628,31495180,-
lNONMMUG010475,NONMMUG010475,4930586N03Rik,chr13,23313499,23385799,+
lNONMMUG026697,NONMMUG026697,4930593A02Rik,chr3,58689384,58870226,+
lNONMMUG013901,NONMMUG013901,4930594M22Rik,chr14,122913029,122937470,+
lNONMMUG021076,NONMMUG021076,4931403E22Rik,chr19,26768800,26823907,-
lNONMMUG013165,NONMMUG013165,4931440J10Rik,chr14,62760500,62830127,+
lNONMMUG026767,NONMMUG026767,4931440P22Rik,chr3,65507256,65529414,-
lNONMMUG016527,NONMMUG016527,4932412D23Rik,chr16,42687852,42875942,-
lNONMMUG039764,NONMMUG039764,4932443L11Rik,chr8,4162521,4206882,-
lNONMMUG034063,NONMMUG034063,4933404O12Rik,chr5,136915928,136937113,+
lNONMMUG039105,NONMMUG039105,4933406I18Rik,chr7,114310172,114415197,-
lNONMMUG045195,NONMMUG045195,4933407K13Rik,chrX,75706931,75764699,-
lNONMMUG041656,NONMMUG041656,4933408N05Rik,chr8,114341159,114351480,-
lNONMMUG012454,NONMMUG012454,4933413J09Rik,chr14,26356573,26400457,+
lNONMMUG005564,NONMMUG005564,4933430M04Rik,chr11,24426245,24722646,+
lNONMMUG040983,NONMMUG040983,4933431K23Rik,chr8,77610859,77769682,+
lNONMMUG039212,NONMMUG039212,4933432K03Rik,chr7,121468843,121609334,-
lNONMMUG006254,NONMMUG006254,4933439C10Rik,chr11,59505224,59513648,+
lNONMMUG035314,NONMMUG035314,5430402O13Rik,chr6,50564291,50625559,+
lNONMMUG025278,NONMMUG025278,5430405H02Rik,chr2,156843127,156862963,-
lNONMMUG035361,NONMMUG035361,5730457N03Rik,chr6,52308388,52314833,-
lNONMMUG021777,NONMMUG021777,5830428H23Rik,chr19,61114981,61140840,-
lNONMMUG031579,NONMMUG031579,5830444B04Rik,chr4,155398762,155421705,-
lNONMMUG001006,NONMMUG001006,6030407O03Rik,chr1,73617904,73905230,-
lNONMMUG031911,NONMMUG031911,6030443J06Rik,chr5,22550412,22807850,+
lNONMMUG034113,NONMMUG034113,6330418K02Rik,chr5,138264042,138266662,+
lNONMMUG027267,NONMMUG027267,6330562C20Rik,chr3,95307075,95315127,-
lNONMMUG044868,NONMMUG044868,6720401G13Rik,chrX,50555052,50635426,-
lNONMMUG040034,NONMMUG040034,6820431F20Rik,chr8,20294035,20297546,-
lNONMMUG043413,NONMMUG043413,7SK,chr9,78175301,78175633,-
lNONMMUG032471,NONMMUG032471,8030423F21Rik,chr5,52607549,52619012,-
lNONMMUG035107,NONMMUG035107,8030453O22Rik,chr6,39480325,39544487,+
lNONMMUG005112,NONMMUG005112,8430429K09Rik,chr11,3452214,3479832,+
lNONMMUG006477,NONMMUG006477,9130017K11Rik,chr11,67921503,67947660,+
lNONMMUG035402,NONMMUG035402,9130019P16Rik,chr6,54269680,54430222,-
lNONMMUG000668,NONMMUG000668,9130024F11Rik,chr1,56971411,57050084,+
lNONMMUG030273,NONMMUG030273,9130206I24Rik,chr4,114909256,114921968,+
lNONMMUG030272,NONMMUG030272,9130410C08Rik,chr4,114817160,114902859,-
lNONMMUG032462,NONMMUG032462,9230114K14Rik,chr5,52190665,52279034,+
lNONMMUG035013,NONMMUG035013,9330158H04Rik,chr6,36209619,36390191,-
lNONMMUG043542,NONMMUG043542,9330159M07Rik,chr9,88644967,88858870,-
lNONMMUG000575,NONMMUG000575,9330175M20Rik,chr1,51218385,51333932,-
lNONMMUG025318,NONMMUG025318,9430008C03Rik,chr2,158353667,158368133,-
lNONMMUG037104,NONMMUG037104,9430041J12Rik,chr7,4074124,4120729,-
lNONMMUG041610,NONMMUG041610,9430091E24Rik,chr8,111127443,111145574,-
lNONMMUG032038,NONMMUG032038,9530036O11Rik,chr5,28458273,28933996,+
lNONMMUG024804,NONMMUG024804,9630028H03Rik,chr2,135325446,135615143,-
lNONMMUG039510,NONMMUG039510,A130023I24Rik,chr7,134227473,134232131,-
lNONMMUG027464,NONMMUG027464,A230001M10Rik,chr3,102262388,102445545,+
lNONMMUG005829,NONMMUG005829,A230004M16Rik,chr11,41710341,41973118,+
lNONMMUG022316,NONMMUG022316,A230005M16Rik,chr2,25705664,25709717,-
lNONMMUG038110,NONMMUG038110,A230056P14Rik,chr7,55962530,55980868,+
lNONMMUG038184,NONMMUG038184,A230057D06Rik,chr7,61704518,62091267,-
lNONMMUG021882,NONMMUG021882,A230108P19Rik,chr2,6193250,6321611,+
lNONMMUG041396,NONMMUG041396,A330008L17Rik,chr8,99416641,99733438,+
lNONMMUG021277,NONMMUG021277,A330032B11Rik,chr19,37173842,37196542,+
lNONMMUG013880,NONMMUG013880,A330035P11Rik,chr14,122097938,122106975,-
lNONMMUG020860,NONMMUG020860,A330040F15Rik,chr19,12517914,12598245,-
lNONMMUG019844,NONMMUG019844,A330093E20Rik,chr18,45676958,46045260,-
lNONMMUG012368,NONMMUG012368,A430057M04Rik,chr14,21847577,21856927,+
lNONMMUG025574,NONMMUG025574,A530013C23Rik,chr2,167690758,167729173,+
lNONMMUG005600,NONMMUG005600,A630052C17Rik,chr11,29148564,29173559,-
lNONMMUG027243,NONMMUG027243,A730011C13Rik,chr3,94994409,95006569,-
lNONMMUG024695,NONMMUG024695,A730017L22Rik,chr2,130872540,130906397,-
lNONMMUG010775,NONMMUG010775,A730081D07Rik,chr13,40956413,41001152,-
lNONMMUG007358,NONMMUG007358,A730090H04Rik,chr11,95145051,95159047,+
lNONMMUG026758,NONMMUG026758,A730090N16Rik,chr3,65133058,65356186,-
lNONMMUG028396,NONMMUG028396,A830012C17Rik,chr4,4138320,4188704,+
lNONMMUG011468,NONMMUG011468,A830082K12Rik,chr13,78198016,78279843,+
lNONMMUG020609,NONMMUG020609,A930001C03Rik,chr19,4438521,4448437,+
lNONMMUG021136,NONMMUG021136,A930007I19Rik,chr19,29464749,29523160,-
lNONMMUG033075,NONMMUG033075,A930011G23Rik,chr5,99680692,99683632,-
lNONMMUG019828,NONMMUG019828,A930012L18Rik,chr18,44661432,44676272,+
lNONMMUG018236,NONMMUG018236,A930015D03Rik,chr17,35994452,36038435,+
lNONMMUG033743,NONMMUG033743,A930024E05Rik,chr5,122988915,122998346,+
lNONMMUG007015,NONMMUG007015,AA465934,chr11,83291687,83294929,+
lNONMMUG022285,NONMMUG022285,AA543186,chr2,25327449,25332572,-
lNONMMUG022559,NONMMUG022559,Abl1,chr2,31689610,31779024,+
lNONMMUG021692,NONMMUG021692,Ablim1,chr19,57113743,57118935,-
lNONMMUG019718,NONMMUG019718,AC020971.1,chr18,37746558,37768242,-
lNONMMUG020761,NONMMUG020761,AC025794.1,chr19,8723406,8726445,+
lNONMMUG012898,NONMMUG012898,AC027184.1,chr14,50870363,50880378,+
lNONMMUG015786,NONMMUG015786,AC087541.1,chr16,11176162,11192293,+
lNONMMUG015788,NONMMUG015788,AC087541.2,chr16,11203382,11225797,+
lNONMMUG017483,NONMMUG017483,AC087901.1,chr17,12318852,12336225,+
lNONMMUG027309,NONMMUG027309,AC092094.1,chr3,96167463,96172416,-
lNONMMUG027317,NONMMUG027317,AC093350.2,chr3,96349926,96358480,+
lNONMMUG021582,NONMMUG021582,AC100726.1,chr19,50677405,50778663,+
lNONMMUG014468,NONMMUG014468,AC100730.1,chr15,44749204,44872237,+
lNONMMUG038583,NONMMUG038583,AC101659.1,chr7,84151702,84267006,+
lNONMMUG041003,NONMMUG041003,AC101790.1,chr8,79295054,79308961,+
lNONMMUG032758,NONMMUG032758,AC102570.1,chr5,74093059,74095406,+
lNONMMUG026548,NONMMUG026548,AC102860.1,chr3,51559756,51595797,+
lNONMMUG038723,NONMMUG038723,AC102906.1,chr7,92982068,93104790,+
lNONMMUG000058,NONMMUG000058,AC103380.1,chr1,7314636,7397878,-
lNONMMUG013142,NONMMUG013142,AC107641.2,chr14,61602835,61682768,-
lNONMMUG001749,NONMMUG001749,AC107837.1,chr1,132036804,132067946,+
lNONMMUG001766,NONMMUG001766,AC107846.1,chr1,132453962,132477046,-
lNONMMUG015350,NONMMUG015350,AC109202.1,chr15,96087337,96284495,-
lNONMMUG038433,NONMMUG038433,AC110520.1,chr7,79018052,79053324,-
lNONMMUG021656,NONMMUG021656,AC112962.1,chr19,55640588,55702205,-
lNONMMUG034639,NONMMUG034639,AC113309.1,chr6,13871525,14044385,+
lNONMMUG039859,NONMMUG039859,AC113484.1,chr8,11007849,11066224,+
lNONMMUG001993,NONMMUG001993,AC114655.1,chr1,150074872,150099963,-
lNONMMUG021204,NONMMUG021204,AC115752.1,chr19,32387589,32395225,+
lNONMMUG043368,NONMMUG043368,AC115880.1,chr9,75410150,75420118,+
lNONMMUG016103,NONMMUG016103,AC116484.1,chr16,24391611,24393655,-
lNONMMUG034742,NONMMUG034742,AC117213.1,chr6,21985907,22067688,-
lNONMMUG005057,NONMMUG005057,AC117232.1,chr10,128645883,128652167,+
lNONMMUG033262,NONMMUG033262,AC117574.1,chr5,107659096,107688016,-
lNONMMUG002358,NONMMUG002358,AC119212.1,chr1,166974022,167002055,-
lNONMMUG039485,NONMMUG039485,AC119806.1,chr7,132874738,132931375,-
lNONMMUG032510,NONMMUG032510,AC119899.1,chr5,57570081,57720201,-
lNONMMUG000977,NONMMUG000977,AC120136.1,chr1,72236464,72274870,+
lNONMMUG012331,NONMMUG012331,AC121599.1,chr14,20687235,20703012,-
lNONMMUG027320,NONMMUG027320,AC121792.1,chr3,96375646,96384223,-
lNONMMUG019647,NONMMUG019647,AC121821.1,chr18,35553370,35558317,+
lNONMMUG013550,NONMMUG013550,AC121960.1,chr14,79836711,79978861,+
lNONMMUG035570,NONMMUG035570,AC122296.1,chr6,67113785,67168427,+
lNONMMUG018787,NONMMUG018787,AC122487.1,chr17,69357936,69439305,-
lNONMMUG010264,NONMMUG010264,AC122824.1,chr13,10357594,10797502,+
lNONMMUG010771,NONMMUG010771,AC123834.1,chr13,40727807,40735162,+
lNONMMUG011097,NONMMUG011097,AC124395.1,chr13,56222223,56243941,-
lNONMMUG036630,NONMMUG036630,AC124756.1,chr6,126718683,126741601,+
lNONMMUG026020,NONMMUG026020,AC125373.1,chr3,7576253,7690002,+
lNONMMUG013086,NONMMUG013086,AC125399.1,chr14,57999032,58003703,+
lNONMMUG019580,NONMMUG019580,AC126026.1,chr18,32359056,32378285,-
lNONMMUG018816,NONMMUG018816,AC126942.1,chr17,70878077,71393285,+
lNONMMUG038206,NONMMUG038206,AC127280.1,chr7,63344689,63444530,-
lNONMMUG011727,NONMMUG011727,AC127583.1,chr13,99100682,99107587,+
lNONMMUG014433,NONMMUG014433,AC129212.1,chr15,41758059,41788912,-
lNONMMUG038589,NONMMUG038589,AC129605.1,chr7,84575685,84583752,+
lNONMMUG014067,NONMMUG014067,AC130697.1,chr15,10714835,10790124,+
lNONMMUG021695,NONMMUG021695,AC131756.1,chr19,57322451,57360824,-
lNONMMUG009784,NONMMUG009784,AC131759.1,chr12,101082450,101088928,+
lNONMMUG042010,NONMMUG042010,AC131780.1,chr9,3000281,3168181,-
lNONMMUG002730,NONMMUG002730,AC131980.1,chr1,185447115,185455568,-
lNONMMUG032625,NONMMUG032625,AC132284.1,chr5,66151211,66180926,+
lNONMMUG021014,NONMMUG021014,AC132389.1,chr19,22995838,23075924,-
lNONMMUG043786,NONMMUG043786,AC132684.1,chr9,102345902,102354694,+
lNONMMUG009745,NONMMUG009745,AC133083.1,chr12,99563840,99620039,+
lNONMMUG009515,NONMMUG009515,AC133183.2,chr12,84029428,84054254,-
lNONMMUG041551,NONMMUG041551,AC133510.1,chr8,109075210,109273811,+
lNONMMUG019742,NONMMUG019742,AC133646.1,chr18,38238404,38250566,-
lNONMMUG041488,NONMMUG041488,AC134615.1,chr8,106237902,106425728,-
lNONMMUG010169,NONMMUG010169,AC134826.1,chr13,3478223,3501636,+
lNONMMUG019587,NONMMUG019587,AC135961.1,chr18,32663641,32837288,-
lNONMMUG028179,NONMMUG028179,AC136729.1,chr3,145650311,145677808,+
lNONMMUG034255,NONMMUG034255,AC136746.1,chr5,143758066,143803114,+
lNONMMUG014245,NONMMUG014245,AC137123.1,chr15,32240564,32244663,-
lNONMMUG015228,NONMMUG015228,AC137513.1,chr15,89474787,89485729,+
lNONMMUG013944,NONMMUG013944,AC137902.1,chr15,3995867,4016561,+
lNONMMUG001143,NONMMUG001143,AC138214.1,chr1,82691927,82725169,-
lNONMMUG002342,NONMMUG002342,AC138358.1,chr1,166002957,166038259,+
lNONMMUG037549,NONMMUG037549,AC139063.1,chr7,27927272,27960590,+
lNONMMUG042936,NONMMUG042936,AC139320.1,chr9,58455109,58473790,+
lNONMMUG015490,NONMMUG015490,AC139571.1,chr15,100433586,100469221,-
lNONMMUG027260,NONMMUG027260,AC140190.1,chr3,95217456,95226659,+
lNONMMUG010906,NONMMUG010906,AC140293.1,chr13,48044230,48313136,-
lNONMMUG004269,NONMMUG004269,AC140333.2,chr10,84619331,84622579,-
lNONMMUG008622,NONMMUG008622,AC140457.1,chr12,21416734,21432847,+
lNONMMUG041096,NONMMUG041096,AC145556.1,chr8,84665116,84678978,+
lNONMMUG019626,NONMMUG019626,AC145591.1,chr18,34751808,34758685,+
lNONMMUG040027,NONMMUG040027,AC148089.1,chr8,19789797,19799234,+
lNONMMUG037369,NONMMUG037369,AC148988.1,chr7,19298259,19300771,-
lNONMMUG037682,NONMMUG037682,AC149055.1,chr7,30956908,30961620,+
lNONMMUG037390,NONMMUG037390,AC149282.1,chr7,19770610,19775404,+
lNONMMUG021492,NONMMUG021492,AC150685.1,chr19,45997598,46013387,+
lNONMMUG037895,NONMMUG037895,AC151989.1,chr7,43695208,43797958,-
lNONMMUG040032,NONMMUG040032,AC152164.1,chr8,20292476,20420781,+
lNONMMUG014344,NONMMUG014344,AC152181.1,chr15,37007522,37044101,+
lNONMMUG004304,NONMMUG004304,AC152453.1,chr10,86685464,86694806,+
lNONMMUG003843,NONMMUG003843,AC153382.1,chr10,66912144,66920606,-
lNONMMUG004049,NONMMUG004049,AC153830.1,chr10,77486663,77516930,+
lNONMMUG017678,NONMMUG017678,AC154486.1,chr17,22752241,22817800,-
lNONMMUG009938,NONMMUG009938,NONMMUG009928,chr12,108536400,108555618,-
lNONMMUG039781,NONMMUG039781,AC155814.1,chr8,4675610,4688495,+
lNONMMUG012425,NONMMUG012425,AC157650.1,chr14,25355800,25378774,-
lNONMMUG033746,NONMMUG033746,AC158114.1,chr5,123047372,123230871,-
lNONMMUG003075,NONMMUG003075,AC158608.1,chr10,13967023,14007406,-
lNONMMUG003181,NONMMUG003181,AC158614.1,chr10,21830498,21844852,-
lNONMMUG035881,NONMMUG035881,AC158662.1,chr6,86524493,86583475,+
lNONMMUG043857,NONMMUG043857,AC158898.4,chr9,106148686,106161032,+
lNONMMUG026493,NONMMUG026493,AC158956.1,chr3,45273423,45378260,-
lNONMMUG043226,NONMMUG043226,AC158992.1,chr9,69758739,69830846,+
lNONMMUG043463,NONMMUG043463,AC158998.1,chr9,81629851,81645157,+
lNONMMUG017780,NONMMUG017780,AC159277.1,chr17,25794893,25964784,+
lNONMMUG043414,NONMMUG043414,AC159313.1,chr9,78175902,78179565,+
lNONMMUG009574,NONMMUG009574,AC159318.2,chr12,86169340,86195103,+
lNONMMUG008551,NONMMUG008551,AC159622.1,chr12,15817002,15888156,+
lNONMMUG000674,NONMMUG000674,AC161493.1,chr1,57331647,57382094,-
lNONMMUG021109,NONMMUG021109,AC161521.1,chr19,28678223,28720028,+
lNONMMUG035256,NONMMUG035256,AC162464.1,chr6,48130905,48396129,-
lNONMMUG036519,NONMMUG036519,AC163108.1,chr6,122813618,122820615,-
lNONMMUG012643,NONMMUG012643,AC163280.1,chr14,34759364,34778266,+
lNONMMUG043466,NONMMUG043466,AC163294.1,chr9,81776694,81863897,-
lNONMMUG019961,NONMMUG019961,AC163347.1,chr18,54990309,55079414,+
lNONMMUG016184,NONMMUG016184,AC163355.1,chr16,30200264,30206223,-
lNONMMUG042268,NONMMUG042268,AC163623.1,chr9,22071001,22086131,+
lNONMMUG017929,NONMMUG017929,AC163629.1,chr17,29446763,29491926,-
lNONMMUG042241,NONMMUG042241,AC163637.1,chr9,21225370,21233046,+
lNONMMUG036639,NONMMUG036639,AC163747.1,chr6,127149388,127212499,+
lNONMMUG040108,NONMMUG040108,AC164300.1,chr8,24422403,24440009,+
